Značka,Model,Objem (l),Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Zdroj
Citroen,Berlingo,1.5,2025,5,630001,Nafta,Manuální,74,Sauto
Opel,Combo,1.2,2024,0,630555,Benzín,Manuální,81,Sauto
Mitsubishi,Asx,1.3,2025,10,630850,Hybridní,Manuální,103,Sauto
Mitsubishi,Asx,1.3,2025,5,630850,Benzín,Manuální,103,Sauto
Mitsubishi,Asx,1.3,2024,5,630850,Benzín,Manuální,103,Sauto
Skoda,Kodiaq,2.0,2021,154460,631000,Nafta,Automatická,110,Sauto
Renault,Arkana,1.3,2025,0,632490,Benzín,Automatická,103,Sauto
Renault,Kangoo,1.5,2025,4,632800,Nafta,Manuální,70,Sauto
Opel,Combo,1.5,2024,5,632990,Nafta,Manuální,75,Sauto
Seat,Leon,1.5,2025,5,633200,Benzín,Manuální,110,Sauto
Nissan,Townstar,1.3,2024,10,633200,Benzín,Manuální,96,Sauto
Opel,Combo,1.2,2025,0,633250,Benzín,Manuální,81,Sauto
Opel,Combo,1.2,2025,5,633351,Benzín,Manuální,81,Sauto
Renault,Symbioz,1.6,2025,0,633600,Hybridní,Automatická,105,Sauto
Opel,Combo,1.2,2025,0,633740,Benzín,Manuální,81,Sauto
Mg,Zs,1.5,2025,10,633900,Hybridní,Automatická,145,Sauto
Peugeot,2008,1.2,2025,1,633990,Hybridní,Automatická,107,Sauto
Jeep,Avenger,1.2,2024,5,634410,Benzín,Automatická,74,Sauto
Nissan,Qashqai,1.3,2024,10,634890,Benzín,Manuální,103,Sauto
Seat,Leon,2.0,2023,9385,634900,Benzín,Automatická,140,Sauto
Citroen,Berlingo,1.5,2024,85,634900,Nafta,Manuální,96,Sauto
Kia,Cee D,1.5,2025,3000,634900,Benzín,Automatická,103,Sauto
Toyota,C Hr,1.8,2025,2,634900,Benzín,Automatická,103,Sauto
Toyota,Proace City Verso,1.5,2025,5,634900,Nafta,Manuální,96,Sauto
Renault,Arkana,0.0,2025,500,634900,Benzín,Automatická,103,Sauto
Kia,Sportage,1.6,2025,5,634980,Benzín,Manuální,118,Sauto
Kia,Xcee D,1.5,2023,0,634980,Benzín,Manuální,103,Sauto
Citroen,C4,1.2,2025,2,634990,Hybridní,Automatická,107,Sauto
Opel,Astra,1.2,2025,3,634990,Benzín,Manuální,96,Sauto
Opel,Frontera,1.2,2025,3,634990,Hybridní,Automatická,81,Sauto
Volkswagen,Tiguan Allspace,2.0,2021,133935,635000,Nafta,Automatická,110,Sauto
Toyota,Corolla,1.8,2025,2,635000,Hybridní,Automatická,103,Sauto
Audi,A4,2.0,2020,103212,635000,Benzín,Automatická,150,Sauto
Ford,Tourneo Courier,1.0,2025,10,635000,Benzín,Automatická,92,Sauto
Bmw,Rada 3,3.0,2019,121364,635000,Nafta,Automatická,190,Sauto
Audi,A6 Avant,3.0,2018,178500,635250,Nafta,Automatická,170,Sauto
Citroen,C4,1.2,2025,25,636400,Benzín,Automatická,96,Sauto
Peugeot,308,1.5,2025,2,636500,Nafta,Automatická,96,Sauto
Dacia,Duster,1.2,2025,0,636900,Benzín,Manuální,96,Sauto
Kia,Cee D,1.5,2025,5,636980,Benzín,Automatická,103,Sauto
Volkswagen,Tiguan Allspace,2.0,2021,141737,637000,Nafta,Automatická,110,Sauto
Renault,Megane,1.3,2025,10,637000,Benzín,Automatická,103,Sauto
Volkswagen,Tiguan Allspace,2.0,2021,159722,637000,Nafta,Automatická,110,Sauto
Peugeot,2008,1.2,2023,5,637710,Benzín,Automatická,96,Sauto
Nissan,Qashqai,1.3,2025,2,637890,Benzín,Manuální,103,Sauto
Opel,Combo,1.2,2024,5,637900,Benzín,Manuální,81,Sauto
Opel,Frontera,1.2,2025,3,637990,Hybridní,Automatická,81,Sauto
Fiat,Doblo,1.5,2024,5,638000,Nafta,Manuální,96,Sauto
Audi,A4,2.0,2021,30985,638000,Benzín,Automatická,110,Sauto
Citroen,Berlingo,1.5,2024,500,638000,Nafta,Manuální,96,Sauto
Honda,Jazz,1.5,2025,6,638000,Hybridní,Automatická,90,Sauto
Toyota,Proace,2.0,2023,16330,638000,Nafta,Manuální,106,Sauto
Peugeot,2008,1.2,2025,0,638000,Hybridní,Automatická,100,Sauto
Peugeot,308,1.5,2024,28000,638000,Nafta,Automatická,96,Sauto
Mercedes Benz,Tridy E,2.0,2020,141883,638000,Nafta,Automatická,143,Sauto
Renault,Kangoo,1.3,2024,0,638550,Benzín,Manuální,96,Sauto
Peugeot,2008,1.2,2025,1,638990,Hybridní,Automatická,107,Sauto
Hyundai,Tucson,1.6,2024,15821,639000,Benzín,Manuální,110,Sauto
Renault,Megane,1.5,2025,2,639000,Nafta,Automatická,85,Sauto
Bmw,X5,3.0,2014,166000,639000,Nafta,Automatická,230,Sauto
Jeep,Compass,1.3,2022,29984,639000,Hybridní,Automatická,140,Sauto
Jeep,Avenger,1.2,2025,5,639000,Benzín,Automatická,74,Sauto
Skoda,Superb,2.0,2021,92044,639000,Nafta,Automatická,147,Sauto
Mitsubishi,L200,2.3,2021,137500,639000,Nafta,Automatická,110,Sauto
Ford,S Max,2.0,2020,121000,639000,Nafta,Automatická,140,Sauto
Mercedes Benz,Gle,3.0,2015,280488,639000,Nafta,Automatická,190,Sauto
Peugeot,2008,1.2,2025,0,639000,Hybridní,Automatická,100,Sauto
Kia,Niro,1.6,2022,35319,639000,Hybridní,Automatická,104,Sauto
Mitsubishi,Outlander,2.4,2020,49588,639000,Hybridní,Automatická,165,Sauto
Jeep,Cherokee,3.2,2020,56800,639000,Benzín,Automatická,199,Sauto
Honda,Civic,2.0,2023,23500,639000,Benzín,Automatická,135,Sauto
Toyota,Proace Verso,2.0,2020,171381,639000,Nafta,Automatická,130,Sauto
Opel,Vivaro,2.0,2022,81900,639000,Nafta,Manuální,106,Sauto
Honda,Cr V,2.0,2020,78234,639000,Hybridní,Automatická,135,Sauto
Volkswagen,Passat,2.0,2020,72942,639000,Benzín,Automatická,140,Sauto
Volvo,Xc90,2.0,2019,231000,639000,Nafta,Automatická,173,Sauto
Fiat,Ducato,2.3,2016,135000,639000,Nafta,Manuální,110,Sauto
Peugeot,2008,1.2,2024,1,639003,Benzín,Automatická,96,Sauto
Opel,Frontera,1.2,2025,1850,639590,Hybridní,Automatická,74,Sauto
Bmw,X1,2.0,2018,85800,639900,Nafta,Automatická,140,Sauto
Hyundai,Tucson,1.6,2023,13577,639900,Benzín,Automatická,110,Sauto
Ford,Tourneo Custom,2.0,2018,110500,639900,Nafta,Manuální,96,Sauto
Hyundai,I20,1.6,2021,35965,639900,Benzín,Manuální,150,Sauto
Hyundai,Tucson,1.6,2023,25357,639900,Benzín,Manuální,110,Sauto
Opel,Astra,1.5,2024,29502,639900,Nafta,Automatická,96,Sauto
Mg,Hs,1.5,2025,5,639900,Benzín,Manuální,125,Sauto
Seat,Leon,1.5,2024,7,639900,Benzín,Automatická,85,Sauto
Mazda,3,2.0,2024,9790,639900,Benzín,Automatická,90,Sauto
Hyundai,Tucson,1.6,2024,5350,639900,Benzín,Manuální,110,Sauto
Hyundai,Tucson,1.6,2023,8540,639900,Benzín,Automatická,110,Sauto
Toyota,Corolla,2.0,2020,77754,639900,Hybridní,Automatická,132,Sauto
Citroen,C5 Aircross,2.0,2020,99497,639900,Nafta,Automatická,130,Sauto
Opel,Insignia,2.0,2021,55097,639900,Benzín,Automatická,147,Sauto
Seat,Leon,1.5,2023,17091,639900,Benzín,Automatická,110,Sauto
Toyota,Corolla,2.0,2022,59926,639900,Benzín,Automatická,135,Sauto
Subaru,Forester,2.0,2020,78153,639900,Benzín,Automatická,110,Sauto
Toyota,Yaris Cross,1.5,2025,2,639900,Hybridní,Automatická,96,Sauto
Hyundai,Tucson,1.6,2023,6938,639900,Benzín,Manuální,110,Sauto
Audi,A4 Allroad,2.0,2020,165272,639900,Nafta,Automatická,140,Sauto
Kia,Xcee D,1.5,2025,0,639900,Benzín,Automatická,103,Sauto
Seat,Tarraco,2.0,2020,115555,639900,Nafta,Automatická,110,Sauto
Hyundai,Tucson,1.6,2022,29175,639900,Benzín,Manuální,110,Sauto
Hyundai,Tucson,1.6,2023,25330,639900,Benzín,Manuální,110,Sauto
Kia,Cee D,1.5,2025,0,639900,Benzín,Automatická,103,Sauto
Hyundai,Tucson,1.6,2023,11743,639900,Benzín,Automatická,110,Sauto
Hyundai,Santa Fe,2.2,2020,88124,639990,Nafta,Automatická,147,Sauto
Bmw,Rada 2,1.5,2022,56590,639990,Benzín,Automatická,100,Sauto
Mitsubishi,Outlander,2.4,2021,35239,639990,Hybridní,Automatická,165,Sauto
Hyundai,I30,2.0,2020,22192,639990,Benzín,Manuální,202,Sauto
Mini,Cooper,2.0,2021,80177,639999,Benzín,Automatická,170,Sauto
Mercedes Benz,Tridy C,2.0,2019,140781,639999,Nafta,Automatická,180,Sauto
Citroen,Jumper,2.2,2023,26990,640000,Nafta,Manuální,121,Sauto
Kia,Sportage,1.6,2023,10500,640000,Benzín,Manuální,110,Sauto
Mazda,6,2.0,2022,69785,640000,Benzín,Automatická,121,Sauto
Citroen,Berlingo,1.5,2025,1,640000,Nafta,Manuální,96,Sauto
Porsche,Panamera,3.6,2011,183000,640000,Benzín,Automatická,220,Sauto
Mini,Cooper,2.0,2020,39587,640000,Benzín,Automatická,141,Sauto
Ford,Mustang,5.0,2011,54000,640000,Benzín,Manuální,307,Sauto
Hyundai,Tucson,1.6,2023,19561,640000,Benzín,Automatická,110,Sauto
Audi,S1,2.0,2015,58945,640000,Benzín,Manuální,170,Sauto
Volvo,S60,2.0,2018,61000,640000,Benzín,Automatická,270,Sauto
Citroen,Berlingo,1.5,2025,10,640000,Nafta,Manuální,96,Sauto
Toyota,Yaris Cross,1.5,2022,16930,640000,Hybridní,Automatická,85,Sauto
Ford,Tourneo Courier,1.0,2024,0,640808,Benzín,Automatická,92,Sauto
Mg,Zs,1.5,2024,6,640900,Hybridní,Automatická,145,Sauto
Renault,Captur,1.3,2025,0,640900,Benzín,Automatická,116,Sauto
Mazda,3,2.5,2024,0,640900,Benzín,Manuální,103,Sauto
Citroen,C4 X,1.5,2024,5,640901,Nafta,Automatická,96,Sauto
Opel,Frontera,1.2,2025,3,640990,Hybridní,Automatická,81,Sauto
Jeep,Compass,1.3,2021,66590,641300,Benzín,Automatická,110,Sauto
Nissan,Juke,1.6,2024,5,641424,Hybridní,Automatická,105,Sauto
Dacia,Duster,1.6,2025,5,641900,Hybridní,Automatická,140,Sauto
Ford,Focus,1.5,2025,10,642999,Nafta,Automatická,85,Sauto
Fiat,Doblo,1.5,2024,5,643000,Nafta,Manuální,96,Sauto
Peugeot,308,1.5,2025,0,643500,Nafta,Automatická,96,Sauto
Peugeot,2008,1.2,2025,0,644000,Hybridní,Automatická,100,Sauto
Ford,Mustang,2.3,2016,17000,644000,Benzín,Automatická,233,Sauto
Opel,Combo,1.2,2024,0,644280,Benzín,Manuální,81,Sauto
Citroen,Berlingo,1.5,2024,27,644700,Nafta,Manuální,96,Sauto
Honda,Jazz,1.5,2024,7,644700,Hybridní,Automatická,90,Sauto
Toyota,Yaris Cross,1.5,2025,2,644900,Hybridní,Automatická,96,Sauto
Bmw,Rada 5,2.0,2021,178000,644900,Nafta,Automatická,140,Sauto
Hyundai,Tucson,1.6,2023,23913,644900,Benzín,Automatická,110,Sauto
Citroen,C4,1.2,2025,1,644900,Benzín,Automatická,96,Sauto
Mg,Hs,1.5,2025,4,644900,Benzín,Manuální,125,Sauto
Citroen,C4,1.2,2025,2,644900,Hybridní,Automatická,100,Sauto
Dacia,Duster,1.2,2024,10,644900,Benzín,Manuální,96,Sauto
Kia,Xcee D,1.5,2025,5000,644980,Benzín,Automatická,103,Sauto
Volvo,Xc60,2.0,2019,84000,645000,Benzín,Automatická,140,Sauto
Honda,Cr V,2.0,2019,86437,645000,Hybridní,Automatická,135,Sauto
Dacia,Duster,1.2,2024,5,645000,Benzín,Manuální,96,Sauto
Fiat,Doblo,1.5,2025,1,645000,Nafta,Manuální,96,Sauto
Mitsubishi,Outlander,2.4,2020,84891,645000,Hybridní,Automatická,165,Sauto
Skoda,Superb,1.4,2021,127000,645000,Benzín,Automatická,160,Sauto
Jeep,Renegade,1.3,2022,34277,645000,Hybridní,Automatická,177,Sauto
Volvo,Xc90,2.0,2015,163000,645000,Nafta,Automatická,165,Sauto
Kia,Sportage,1.6,2022,42914,645000,Benzín,Automatická,132,Sauto
Citroen,Berlingo,1.5,2025,5,645001,Nafta,Manuální,75,Sauto
Nissan,Townstar,1.3,2024,5,645300,Benzín,Manuální,96,Sauto
Peugeot,308,1.5,2023,40815,645900,Nafta,Automatická,96,Sauto
Seat,Leon,1.5,2024,7791,645900,Benzín,Manuální,110,Sauto
Dacia,Bigster,1.2,2025,0,646000,Benzín,Manuální,96,Sauto
Dacia,Bigster,1.2,2025,10,646000,Benzín,Manuální,96,Sauto
Jeep,Grand Cherokee,3.0,2019,122900,646000,Nafta,Automatická,184,Sauto
Mazda,3,2.5,2025,1,646000,Benzín,Manuální,103,Sauto
Honda,Jazz,1.5,2025,10,646800,Hybridní,Automatická,79,Sauto
Hyundai,I30,1.5,2025,10,646890,Benzín,Manuální,103,Sauto
Hyundai,I30,1.5,2025,32,646890,Benzín,Automatická,103,Sauto
Seat,Leon,1.5,2024,7,646900,Benzín,Automatická,85,Sauto
Renault,Captur,0.0,2025,0,647000,Benzín,Manuální,103,Sauto
Nissan,Townstar,1.3,2025,10,647000,Benzín,Manuální,96,Sauto
Citroen,C5 Aircross,1.5,2021,43999,647350,Nafta,Automatická,96,Sauto
Seat,Ateca,1.5,2023,24779,647900,Benzín,Automatická,110,Sauto
Dacia,Bigster,1.2,2025,0,647900,Benzín,Manuální,96,Sauto
Seat,Ateca,1.5,2023,22603,647900,Benzín,Automatická,110,Sauto
Bmw,Rada 3,2.0,2020,129482,647999,Nafta,Automatická,110,Sauto
Renault,Captur,1.6,2025,0,648000,Hybridní,Automatická,105,Sauto
Seat,Tarraco,2.0,2019,94345,648000,Nafta,Automatická,140,Sauto
Ford,Ranger,3.2,2017,102500,648000,Nafta,Automatická,147,Sauto
Skoda,Superb,2.0,2022,91097,648000,Nafta,Automatická,110,Sauto
Skoda,Superb,2.0,2022,76012,648000,Nafta,Automatická,110,Sauto
Audi,Q3,2.0,2021,125748,648000,Nafta,Automatická,110,Sauto
Skoda,Kodiaq,2.0,2021,136892,648000,Nafta,Automatická,110,Sauto
Ford,Edge,2.0,2019,124000,648000,Nafta,Automatická,175,Sauto
Bmw,Rada 3,2.0,2020,53158,648000,Nafta,Automatická,140,Sauto
Hyundai,Tucson,1.6,2023,11665,648000,Benzín,Manuální,110,Sauto
Seat,Leon,1.5,2023,26613,648000,Benzín,Automatická,110,Sauto
Opel,Astra,1.5,2022,32880,648226,Nafta,Automatická,96,Sauto
Dacia,Jogger,1.6,2025,5,648400,Hybridní,Automatická,104,Sauto
Nissan,Townstar,1.3,2024,100,648500,Benzín,Manuální,96,Sauto
Dacia,Duster,1.2,2025,5,648500,Benzín,Manuální,96,Sauto
Dacia,Duster,1.2,2025,11,648500,Benzín,Manuální,96,Sauto
Seat,Ateca,1.5,2023,21640,648800,Benzín,Automatická,110,Sauto
Volvo,Xc40,2.0,2019,56200,648800,Benzín,Automatická,140,Sauto
Fiat,Doblo,1.5,2025,1,648800,Nafta,Manuální,96,Sauto
Jeep,Compass,1.3,2021,16400,648800,Benzín,Automatická,110,Sauto
Seat,Ateca,1.5,2023,23610,648800,Benzín,Automatická,110,Sauto
Volvo,Xc40,1.5,2021,56000,648800,Benzín,Automatická,120,Sauto
Seat,Ateca,1.5,2023,22249,648800,Benzín,Automatická,110,Sauto
Hyundai,Tucson,1.6,2023,4752,649000,Benzín,Manuální,110,Sauto
Volkswagen,Tiguan,2.0,2022,74756,649000,Nafta,Manuální,110,Sauto
Audi,S3,2.0,2017,155000,649000,Benzín,Automatická,228,Sauto
Skoda,Karoq,2.0,2021,67979,649000,Nafta,Automatická,110,Sauto
Subaru,Xv,2.0,2021,67000,649000,Hybridní,Automatická,110,Sauto
Renault,Trafic,2.0,2019,141000,649000,Nafta,Automatická,107,Sauto
Renault,Arkana,1.6,2025,0,649000,Hybridní,Automatická,105,Sauto
Volvo,V90,2.0,2020,124000,649000,Nafta,Automatická,140,Sauto
Porsche,Panamera,4.8,2010,195000,649000,Benzín,Automatická,368,Sauto
Subaru,Outback,2.5,2019,114620,649000,Benzín,Automatická,129,Sauto
Jeep,Compass,1.6,2024,28650,649000,Nafta,Manuální,96,Sauto
Mitsubishi,Outlander,2.4,2021,60497,649000,Hybridní,Automatická,165,Sauto
Ford,F 150,2.7,2019,138000,649000,Benzín,Automatická,243,Sauto
Bmw,Rada 3,3.0,2019,176000,649000,Nafta,Automatická,195,Sauto
Nissan,Qashqai,1.3,2022,33800,649000,Benzín,Automatická,116,Sauto
Audi,A3,1.5,2024,25473,649000,Benzín,Automatická,110,Sauto
Seat,Leon,1.5,2023,17903,649000,Benzín,Automatická,110,Sauto
Mini,Cooper,1.5,2024,0,649000,Benzín,Automatická,115,Sauto
Bmw,Rada 5,3.0,2017,182026,649000,Nafta,Automatická,195,Sauto
Toyota,Corolla,1.8,2024,15497,649000,Hybridní,Automatická,72,Sauto
Citroen,C5 X,1.6,2023,42310,649000,Hybridní,Automatická,165,Sauto
Mercedes Benz,Tridy V,2.1,2015,244450,649000,Nafta,Automatická,120,Sauto
Škoda,Kodiaq,2.0,2019,107865,649000,nafta,automat,140,Autoesa
Volkswagen,Passat,2.0,2018,107800,649000,Nafta,Automatická,176,Sauto
Mercedes Benz,Tridy A,2.0,2021,64259,649000,Nafta,Automatická,110,Sauto
Mazda,3,2.0,2023,40000,649000,Benzín,Manuální,137,Sauto
Mini,Cooper S,2.0,2022,4938,649000,Benzín,Automatická,131,Sauto
Opel,Grandland,1.5,2022,35000,649000,Nafta,Automatická,96,Sauto
Bmw,X6,3.0,2016,189489,649000,Nafta,Automatická,280,Sauto
Bmw,Rada 1,2.0,2021,75529,649000,Nafta,Automatická,140,Sauto
Audi,A6 Avant,3.0,2017,185000,649000,Nafta,Automatická,240,Sauto
Mini,Countryman,1.5,2022,39062,649000,Benzín,Automatická,100,Sauto
Volvo,Xc90,2.0,2016,245609,649000,Nafta,Automatická,173,Sauto
Peugeot,3008,1.2,2023,7851,649000,Benzín,Automatická,96,Sauto
Peugeot,5008,1.5,2023,116000,649000,Nafta,Automatická,96,Sauto
Volkswagen,Transporter,2.0,2019,164815,649000,Nafta,Manuální,110,Sauto
Porsche,Panamera,3.6,2014,178600,649000,Benzín,Automatická,228,Sauto
Toyota,Proace,2.0,2021,146800,649000,Nafta,Automatická,130,Sauto
Volkswagen,Arteon,2.0,2021,89188,649000,Nafta,Automatická,110,Sauto
Subaru,Outback,2.5,2018,74750,649000,Benzín,Automatická,129,Sauto
Bmw,X5,3.0,2015,186000,649000,Nafta,Automatická,280,Sauto
Audi,A3,1.5,2021,51434,649000,Benzín,Automatická,110,Sauto
Mercedes Benz,Tridy A,1.3,2020,76000,649000,Hybridní,Automatická,160,Sauto
Volkswagen,Caddy,2.0,2021,206366,649000,Nafta,Manuální,75,Sauto
Mercedes Benz,Cla,2.1,2019,92000,649000,Nafta,Automatická,130,Sauto
Volvo,Xc60,2.0,2022,189999,649000,Nafta,Automatická,145,Sauto
Bmw,X5,3.0,2017,219900,649000,Nafta,Automatická,190,Sauto
Subaru,Xv,2.0,2022,52000,649000,Hybridní,Automatická,110,Sauto
Bmw,Rada 1,3.0,2017,26774,649000,Benzín,Automatická,240,Sauto
Hyundai,Tucson,1.6,2022,110451,649000,Hybridní,Automatická,169,Sauto
Citroen,C3 Aircross,1.2,2025,1,649030,Hybridní,Automatická,100,Sauto
Renault,Arkana,1.6,2025,0,649100,Hybridní,Automatická,103,Sauto
Honda,Hr V,1.5,2025,11,649800,Hybridní,Automatická,96,Sauto
Nissan,Juke,1.6,2022,23500,649800,Hybridní,Automatická,105,Sauto
Honda,Hr V,1.5,2025,8,649800,Hybridní,Automatická,96,Sauto
Citroen,C5 X,1.6,2023,53500,649877,Benzín,Automatická,133,Sauto
Ford,Tourneo Custom,2.0,2018,179500,649877,Nafta,Manuální,96,Sauto
Jeep,Compass,1.3,2021,34280,649899,Hybridní,Automatická,96,Sauto
Opel,Astra,1.6,2023,25500,649900,Hybridní,Automatická,133,Sauto
Skoda,Octavia,2.0,2023,79890,649900,Nafta,Automatická,110,Sauto
Seat,Leon,1.5,2023,300,649900,Hybridní,Automatická,110,Sauto
Kia,Xcee D,1.5,2025,5,649900,Benzín,Automatická,103,Sauto
Mg,Zs,1.5,2025,3000,649900,Hybridní,Automatická,145,Sauto
Seat,Alhambra,2.0,2020,85000,649900,Nafta,Automatická,110,Sauto
Dacia,Duster,1.2,2024,5,649900,Benzín,Manuální,96,Sauto
Toyota,C Hr,1.8,2025,2,649900,Benzín,Automatická,103,Sauto
Seat,Leon,1.5,2025,0,649900,Benzín,Manuální,85,Sauto
Hyundai,Tucson,1.6,2023,17817,649900,Benzín,Automatická,110,Sauto
Kia,Xcee D,1.5,2024,427,649900,Benzín,Automatická,103,Sauto
Seat,Leon,1.5,2024,0,649900,Benzín,Automatická,110,Sauto
Hyundai,Tucson,1.6,2023,18215,649900,Benzín,Automatická,110,Sauto
Citroen,Berlingo,1.5,2023,14356,649900,Nafta,Automatická,96,Sauto
Toyota,Corolla,1.8,2024,14710,649900,Hybridní,Automatická,103,Sauto
Subaru,Forester,2.0,2021,93550,649900,Hybridní,Automatická,110,Sauto
Peugeot,3008,1.2,2024,12777,649900,Benzín,Automatická,96,Sauto
Hyundai,Tucson,1.6,2022,67991,649900,Benzín,Automatická,132,Sauto
Hyundai,Tucson,1.6,2023,18455,649900,Benzín,Automatická,110,Sauto
Seat,Ateca,1.5,2025,5,649900,Benzín,Manuální,110,Sauto
Seat,Ateca,2.0,2022,90927,649900,Nafta,Automatická,110,Sauto
Kia,Sportage,2.0,2020,88894,649980,Nafta,Automatická,136,Sauto
Nissan,Qashqai,1.3,2024,2,649990,Benzín,Manuální,103,Sauto
Bmw,Rada 4,3.0,2015,81100,649990,Nafta,Automatická,190,Sauto
Mercedes Benz,Tridy S,3.0,2016,196000,649990,Nafta,Automatická,190,Sauto
Subaru,Outback,2.5,2019,123590,649990,Benzín,Automatická,129,Sauto
Hyundai,I30,1.5,2025,0,649990,Benzín,Manuální,103,Sauto
Hyundai,I30,1.5,2024,5,649990,Benzín,Automatická,103,Sauto
Citroen,Spacetourer,2.0,2020,74155,649990,Nafta,Manuální,110,Sauto
Subaru,Forester,2.0,2020,102994,649999,Benzín,Automatická,110,Sauto
Volvo,Xc40,1.5,2021,33747,649999,Benzín,Automatická,95,Sauto
Audi,A4,3.0,2018,127000,649999,Nafta,Automatická,200,Sauto
Bmw,Rada 6,3.0,2014,148500,649999,Nafta,Automatická,230,Sauto
Fiat,Ducato,2.2,2022,180470,649999,Nafta,Manuální,103,Sauto
Hyundai,Tucson,1.6,2025,5453,649999,Benzín,Manuální,118,Sauto
Volvo,Xc40,2.0,2020,19606,649999,Nafta,Automatická,110,Sauto
Bmw,Rada 3,3.0,2020,167598,649999,Nafta,Automatická,195,Sauto
Audi,A5,3.0,2017,180762,649999,Nafta,Automatická,200,Sauto
Nissan,Juke,1.6,2024,13957,649999,Benzín,Automatická,69,Sauto
Honda,Hr V,1.5,2022,21321,649999,Hybridní,Automatická,96,Sauto
Audi,A4,2.0,2020,86000,650000,Benzín,Automatická,110,Sauto
Volvo,V90,2.0,2017,120000,650000,Benzín,Automatická,187,Sauto
Seat,Tarraco,2.0,2021,184052,650000,Nafta,Automatická,147,Sauto
Citroen,Ds4,1.2,2022,22790,650000,Benzín,Automatická,96,Sauto
Mercedes Benz,Tridy E,3.5,2016,58571,650000,Benzín,Automatická,245,Sauto
Audi,Q5,3.0,2018,88989,650000,Nafta,Automatická,210,Sauto
Audi,A7,3.0,2016,166000,650000,Nafta,Automatická,240,Sauto
Nissan,Qashqai,1.3,2022,58000,650000,Benzín,Automatická,158,Sauto
Jeep,Grand Cherokee,3.0,2018,125000,650000,Nafta,Automatická,194,Sauto
Citroen,Spacetourer,2.0,2018,105000,650000,Nafta,Automatická,130,Sauto
Renault,Austral,1.3,2023,13307,650000,Benzín,Manuální,103,Sauto
Skoda,Superb,2.0,2019,150000,650000,Benzín,Automatická,200,Sauto
Kia,Sportage,1.6,2022,86734,650000,Benzín,Automatická,132,Sauto
Ford,Kuga,2.0,2021,43770,650000,Nafta,Automatická,140,Sauto
Mazda,Cx 30,2.0,2023,27905,650000,Benzín,Manuální,110,Sauto
Nissan,Qashqai,1.3,2024,40,650000,Hybridní,Manuální,116,Sauto
Škoda,Kodiaq,2.0,2019,111077,650000,nafta,automat,110,Autoesa
Mazda,Cx 30,2.0,2021,38291,650000,Benzín,Automatická,132,Sauto
Citroen,Berlingo,1.5,2025,0,650000,Nafta,Manuální,96,Sauto
Mazda,6,2.5,2018,94000,650000,Benzín,Automatická,143,Sauto
Honda,Cr V,2.0,2019,53000,650000,Benzín,Automatická,107,Sauto
Renault,Koleos,2.0,2020,71000,650000,Nafta,Automatická,140,Sauto
Porsche,Panamera,3.6,2011,244000,650000,Benzín,Automatická,220,Sauto
Peugeot,308,1.5,2024,1,650000,Nafta,Automatická,96,Sauto
Mercedes Benz,Glc,2.1,2019,133479,650000,Nafta,Automatická,150,Sauto
Honda,Civic,2.0,2017,160000,650000,Benzín,Manuální,250,Sauto
Peugeot,5008,1.5,2021,65519,650000,Nafta,Automatická,96,Sauto
Mercedes Benz,Tridy A,1.5,2018,120000,650000,Nafta,Automatická,85,Sauto
Porsche,Panamera,4.8,2012,145500,650000,Benzín,Automatická,294,Sauto
Hyundai,Tucson,1.6,2023,6800,650000,Benzín,Manuální,110,Sauto
Subaru,Xv,2.0,2018,18400,650000,Benzín,Automatická,115,Sauto
Toyota,Proace City Verso,1.2,2025,5,650760,Benzín,Manuální,81,Sauto
Kia,Sportage,1.6,2025,5,650980,Benzín,Manuální,118,Sauto
Seat,Ateca,2.0,2019,131793,651000,Benzín,Automatická,221,Sauto
Opel,Mokka,1.2,2025,0,651241,Hybridní,Automatická,100,Sauto
Audi,A6 Avant,2.0,2019,123105,652190,Nafta,Automatická,150,Sauto
Hyundai,Tucson,1.6,2025,5,652890,Benzín,Manuální,118,Sauto
Opel,Astra,1.2,2025,3,652990,Benzín,Automatická,96,Sauto
Fiat,Doblo,1.5,2025,5,652999,Nafta,Manuální,96,Sauto
Citroen,Berlingo,1.5,2024,2,653000,Nafta,Manuální,96,Sauto
Dacia,Duster,1.6,2025,0,653000,Hybridní,Automatická,102,Sauto
Peugeot,2008,1.2,2024,7800,653000,Benzín,Automatická,96,Sauto
Dacia,Duster,1.6,2025,9,653000,Hybridní,Automatická,103,Sauto
Dacia,Duster,1.6,2025,11,653000,Hybridní,Automatická,103,Sauto
Subaru,Outback,2.5,2019,110900,653400,Benzín,Automatická,129,Sauto
Bmw,Rada 3,2.0,2022,80737,653400,Nafta,Automatická,110,Sauto
Peugeot,308,1.2,2023,11758,654000,Benzín,Automatická,96,Sauto
Hyundai,I30,2.0,2020,47200,654000,Benzín,Manuální,202,Sauto
Peugeot,2008,1.2,2025,0,654000,Hybridní,Automatická,100,Sauto
Skoda,Superb,1.5,2021,73758,654000,Nafta,Automatická,147,Sauto
Seat,Leon,1.5,2023,17876,654000,Benzín,Automatická,110,Sauto
Seat,Leon,1.5,2023,16909,654000,Benzín,Automatická,110,Sauto
Peugeot,5008,1.5,2021,54191,654000,Nafta,Automatická,96,Sauto
Citroen,C4,1.2,2024,1,654400,Benzín,Automatická,96,Sauto
