Značka,Model,Objem (l),Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Stari
Audi,A3,2.0,132732,330000,Nafta,Manualni,110,9
MercedesBenz,Trida,2.2,245854,330000,Nafta,Automaticka,150,9
Seat,Ibiza,1.0,60079,330000,Benzin,Manualni,66,4
Audi,A3,2.0,149313,330000,Nafta,Automaticka,135,11
Renault,Espace,1.6,171644,330000,Nafta,Automaticka,118,10
MercedesBenz,Vito,3.0,288050,330000,Nafta,Automaticka,165,15
MercedesBenz,Tridy A,1.6,112501,330000,Benzin,Manualni,90,9
Mitsubishi,Asx,1.6,75611,330000,Benzin,Manualni,86,7
Toyota,Yaris,1.5,71009,330000,Hybridni,Automaticka,54,6
Hyundai,Kona,1.0,76310,330000,Benzin,Manualni,88,6
Fiat,500,1.2,30407,330000,Benzin,Automaticka,51,4
Skoda,Scala,1.6,115966,330000,Nafta,Automaticka,85,6
Hyundai,Kona,1.0,55833,330000,Benzin,Manualni,88,7
Honda,Hr V,1.5,82584,330000,Benzin,Manualni,96,7
Volkswagen,Caddy,2.0,222070,331000,Nafta,Manualni,75,6
Ford,Focus,1.5,108659,331000,Nafta,Automaticka,88,5
Citroen,C3,1.2,50661,332000,Benzin,Manualni,81,3
Mitsubishi,Space Star,1.2,15,332760,Benzin,Manualni,52,0
MercedesBenz,Tridy E,2.1,184500,334900,Nafta,Automaticka,150,10
Citroen,Berlingo,1.2,149262,334990,Benzin,Manualni,81,6
Renault,Clio,1.0,24672,335000,Benzin,Manualni,67,3
Peugeot,308,1.2,27801,335000,Benzin,Automaticka,96,6
Skoda,Octavia,1.6,60032,335000,Nafta,Manualni,85,6
Renault,Clio,1.0,26227,335000,Benzin,Manualni,67,3
Renault,Clio,1.0,24672,335000,Benzin,Manualni,67,3
Renault,Scenic,1.6,125862,335000,Nafta,Automaticka,118,7
Audi,A4,2.0,190680,335000,Nafta,Automaticka,140,10
Renault,Megane,1.3,33353,335000,Benzin,Manualni,103,5
Volkswagen,Passat,2.0,219060,335000,Nafta,Manualni,176,9
Seat,Leon,1.4,97632,335000,Benzin,Manualni,92,8
Citroen,Grand,1.5,169982,335000,Nafta,Automaticka,96,6
Renault,Clio,1.0,26227,335000,Benzin,Manualni,67,3
Volvo,Xc60,2.0,162000,335000,Nafta,Manualni,100,12
MercedesBenz,Tridy M,3.0,231090,335000,Nafta,Automaticka,170,14
Hyundai,I30,1.5,106235,335000,Benzin,Manualni,81,4
Volvo,Xc60,3.0,214000,337000,Benzin,Automaticka,224,13
Audi,A7,3.0,198000,337000,Nafta,Automaticka,180,13
Dacia,Sandero,1.0,0,338000,Benzin,Manualni,74,0
Ford,Focus,1.5,145752,338000,Nafta,Automaticka,88,4
BMW,Rada 4,2.0,153669,338000,Benzin,Automaticka,135,11
BMW,Rada 3,2.0,185924,338000,Nafta,Automaticka,100,7
BMW,Rada 3,2.0,141780,338000,Nafta,Automaticka,100,6
Volkswagen,Tiguan,2.0,204198,338000,Nafta,Manualni,130,10
Opel,Combo,1.2,65710,338000,Benzin,Manualni,81,6
Subaru,Outback,2.0,165492,338800,Nafta,Automaticka,110,10
Citroen,Berlingo,1.5,145509,338800,Nafta,Manualni,75,6
Ford,Focus,1.5,146467,338900,Nafta,Automaticka,88,5
Volkswagen,Passat,2.0,195797,339000,Nafta,Manualni,140,9
Citroen,C3,1.2,16436,339000,Benzin,Automaticka,81,6
Audi,Q5,2.0,158305,339000,Nafta,Automaticka,125,13
Dacia,Duster,1.0,39342,339000,Benzin,Manualni,67,4
Dacia,Duster,1.3,58501,339000,Benzin,Manualni,96,6
Fiat,Panda,1.0,5,339000,Benzin,Manualni,51,1
MercedesBenz,Tridy E,3.0,285000,339000,Nafta,Automaticka,185,11
Fiat,Freemont,2.0,87584,339000,Nafta,Manualni,103,11
Nissan,Pathfinder,3.0,202000,339000,Nafta,Automaticka,170,14
Volvo,V40,2.0,93995,339000,Nafta,Manualni,110,10
Mini,Countryman,2.0,149815,339000,Nafta,Manualni,110,8
BMW,Rada 3,2.0,217200,339000,Nafta,Manualni,110,6
Subaru,Forester,2.5,176000,339000,Benzin,Automaticka,126,10
MercedesBenz,Vito,1.6,145121,339700,Nafta,Manualni,84,8
Toyota,Yaris,1.5,26351,339800,Benzin,Manualni,92,4
Hyundai,I30,1.5,19900,339877,Benzin,Manualni,80,3
Volkswagen,Sharan,2.0,288000,339900,Nafta,Automaticka,135,10
Dacia,Duster,1.6,13300,339900,Benzin,Manualni,84,7
Hyundai,Kona,1.6,125117,339900,Nafta,Manualni,85,6
Citroen,Berlingo,1.2,102462,339990,Benzin,Manualni,81,6
Opel,Crossland X,1.2,23388,339990,Benzin,Automaticka,81,6
Opel,Crossland,1.2,27124,339990,Nafta,Manualni,81,4
Toyota,Auris,1.8,104058,339990,Hybridni,Automaticka,73,8
Dacia,Sandero,1.0,9519,339990,Benzin,Manualni,67,3
Mazda,Cx 5,2.0,63609,339999,Benzin,Automaticka,118,12
Kia,Cee D,1.6,142869,339999,Nafta,Automaticka,100,6
BMW,Rada 5,4.4,96715,339999,Benzin,Automaticka,300,14
BMW,X6,3.0,182398,339999,Nafta,Automaticka,180,15
Toyota,Land Cruiser,3.0,337000,339999,Nafta,Automaticka,120,21
Hyundai,I30,1.4,46943,340000,Benzin,Manualni,103,6
Hyundai,Bayon,1.0,25000,340000,Benzin,Manualni,74,3
Hyundai,I30,1.5,22074,340000,Benzin,Manualni,81,4
Renault,Clio,1.0,28600,340000,Benzin,Manualni,67,2
Kia,Sportage,2.0,175087,340000,Nafta,Manualni,136,7
Honda,Civic,1.0,65287,340000,Benzin,Manualni,95,6
Toyota,Corolla,1.6,63800,340000,Benzin,Automaticka,97,8
Opel,Crossland X,1.2,59952,340000,Benzin,Manualni,81,5
Mitsubishi,Asx,1.6,47247,340000,Benzin,Manualni,86,8
Mini,Clubman,2.0,137605,340000,Nafta,Automaticka,110,6
Opel,Crossland,1.2,1993,340000,Benzin,Manualni,81,1
Volvo,Xc90,2.4,218558,340000,Nafta,Automaticka,147,14
Audi,A6,3.0,210190,340000,Nafta,Automaticka,180,12
Dacia,Lodgy,1.3,57226,340000,Benzin,Manualni,96,5
Audi,A4,2.0,188633,340000,Nafta,Automaticka,140,10
Audi,A6,3.0,179714,340000,Nafta,Automaticka,180,13
Kia,Sportage,2.0,175087,340000,Nafta,Manualni,136,7
Peugeot,3008,1.2,98500,340000,Benzin,Manualni,96,8
Renault,Megane,1.5,75611,340000,Nafta,Manualni,85,4
Porsche,Boxster,2.7,199565,340000,Benzin,Manualni,162,25
Opel,Insignia,2.0,151169,340000,Nafta,Automaticka,125,6
Volvo,Xc60,2.0,191000,340000,Nafta,Manualni,140,9
Fiat,500,1.2,31100,340000,Benzin,Automaticka,51,9
Volvo,XC60,2.0,161992,340000,Nafta,Automaticka,110,10
Toyota,Corolla,1.6,84135,340000,Benzin,Manualni,97,8
Volkswagen,Tiguan,2.0,71913,340000,Nafta,Manualni,103,12
Volkswagen,Passat,2.0,181864,340000,Nafta,Manualni,140,9
Seat,Alhambra,2.0,165898,340000,Nafta,Manualni,130,11
Subaru,Brz,2.0,163306,340000,Benzin,Manualni,147,12
Mitsubishi,Space Star,1.2,20,340760,Benzin,Manualni,52,2
Renault,Talisman,1.6,64456,343000,Benzin,Automaticka,110,9
Renault,Megane,1.5,62110,344900,Nafta,Manualni,85,4
Toyota,Corolla,1.6,89910,345000,Benzin,Manualni,97,5
Seat,Arona,1.0,38360,345000,Benzin,Manualni,66,5
Fiat,500,1.0,14447,345000,Benzin,Manualni,51,1
Fiat,500,1.0,13501,345000,Benzin,Manualni,51,1
Honda,Cr V,2.2,108000,345000,Nafta,Automaticka,110,11
Citroen,C3 Aircross,1.2,34529,345000,Benzin,Manualni,81,4
Volvo,C70,2.5,185000,345000,Benzin,Automaticka,169,14
Hyundai,Tucson,1.7,145627,345000,Nafta,Automaticka,104,9
Hyundai,I30,1.5,29574,345000,Benzin,Manualni,81,3
Volvo,V70,2.4,165000,345000,Nafta,Automaticka,158,11
Audi,A3,1.4,131044,345000,Benzin,Automaticka,110,10
Volvo,Xc60,2.4,159705,345000,Nafta,Automaticka,158,13
Fiat,Tipo,1.6,108904,345000,Nafta,Manualni,96,4
Mazda,Cx 5,2.0,180462,345000,Benzin,Manualni,121,9
MercedesBenz,GLK,3.0,69030,345000,Nafta,Automaticka,165,16
MercedesBenz,Trida,3.0,158079,345000,Nafta,Automaticka,170,14
Ford,Mondeo,2.0,129886,345000,Nafta,Manualni,110,6
Dacia,Sandero,1.0,24000,345000,Benzin,Automaticka,67,4
Nissan,Qashqai,1.3,114127,345000,Benzin,Automaticka,117,6
Citroen,Berlingo,1.2,75705,345000,Benzin,Manualni,81,6
Hyundai,I30,1.5,16050,345000,Benzin,Manualni,81,2
Skoda,Octavia,2.0,203587,346000,Nafta,Automaticka,110,6
Audi,A3,2.0,171215,346000,Nafta,Manualni,110,9
Renault,Captur,1.5,151230,346000,Nafta,Automaticka,66,7
Mitsubishi,Space Star,1.2,15,346760,Benzin,Manualni,52,0
Audi,A4,2.0,66489,347000,Nafta,Manualni,110,12
Opel,Astra,1.5,107191,347000,Nafta,Automaticka,90,5
Fiat,Tipo,1.4,25000,347000,Benzin,Manualni,70,5
Citroen,Berlingo,1.5,77000,347900,Nafta,Manualni,75,6
Hyundai,I30,1.0,34947,348000,Benzin,Manualni,88,4
Hyundai,I30,1.0,34947,348000,Benzin,Manualni,88,4
Hyundai,I30,1.5,55506,348000,Benzin,Manualni,117,3
Skoda,Octavia,2.0,158894,348000,Nafta,Automaticka,110,6
Skoda,Fabia,1.0,37928,348000,Benzin,Automaticka,70,4
Peugeot,508,1.5,149374,348000,Nafta,Automaticka,96,5
Kia,Sportage,1.7,106351,348000,Nafta,Manualni,85,8
Ford,Focus,1.5,101767,348900,Nafta,Automaticka,88,5
Dacia,Duster,1.6,49810,349000,Benzin,Manualni,84,7
Hyundai,Tucson,2.0,137200,349000,Nafta,Manualni,100,10
BMW,X1,2.0,133116,349000,Nafta,Automaticka,135,10
Mitsubishi,Outlander,2.3,116000,349000,Nafta,Manualni,110,7
Volvo,XC60,2.0,124987,349000,Nafta,Automaticka,110,10
Volvo,C70,2.0,106000,349000,Nafta,Automaticka,130,14
Mazda,3,2.0,215640,349000,Benzin,Automaticka,90,6
Volvo,Xc60,2.4,246946,349000,Nafta,Automaticka,162,8
Mini,Cooper S,2.0,74740,349000,Benzin,Automaticka,141,8
Dacia,Duster,1.5,111000,349000,Nafta,Manualni,80,7
Mitsubishi,Outlander,2.3,189252,349000,Nafta,Automaticka,110,7
Jeep,Grand Cherokee,3.0,198000,349000,Nafta,Automaticka,177,12
Kia,Sorento,2.2,202700,349000,Nafta,Manualni,147,10
Seat,Leon,1.5,98143,349000,Benzin,Manualni,96,5
Honda,Civic,1.0,86223,349000,Benzin,Manualni,93,6
Jeep,Cherokee,2.2,196391,349000,Nafta,Automaticka,136,9
MercedesBenz,Gla,2.1,131632,349000,Nafta,Automaticka,100,10
Hyundai,Tucson,1.6,215073,349000,Benzin,Automaticka,130,8
Dacia,Duster,1.6,30900,349000,Benzin,Manualni,84,6
Mini,Clubman,1.5,71973,349000,Benzin,Manualni,100,8
Fiat,Doblo,1.4,50000,349000,Benzin,Manualni,70,9
Kia,Optima,1.7,87213,349000,Nafta,Automaticka,104,9
BMW,Rada 3,2.0,182000,349000,Nafta,Automaticka,140,6
Opel,Grandland X,1.5,135272,349000,Nafta,Automaticka,96,6
BMW,Rada 5,3.0,211798,349000,Nafta,Automaticka,190,13
Opel,Zafira,1.6,102000,349000,Benzin,Automaticka,100,6
BMW,Rada 5,3.0,221000,349000,Nafta,Automaticka,230,11
Toyota,Corolla,1.6,85503,349000,Benzin,Manualni,97,5
Toyota,Camry,2.5,276294,349000,Benzin,Automaticka,135,9
MercedesBenz,Sl,3.8,124000,349000,Benzin,Automaticka,160,44
Hyundai,Bayon,1.2,10918,349000,Benzin,Manualni,61,3
Citroen,C3,1.2,39700,349000,Benzin,Manualni,60,3
Seat,Leon,1.5,121166,349800,Benzin,Manualni,96,7
Opel,Combo,1.5,84000,349877,Nafta,Manualni,75,6
Hyundai,I30,1.4,103300,349877,Benzin,Manualni,103,5
Citroen,C3 Aircross,1.2,35000,349877,Benzin,Manualni,81,4
Peugeot,308,1.2,93200,349877,Benzin,Automaticka,96,5
Opel,Combo,1.2,95700,349877,Benzin,Manualni,81,6
Toyota,Corolla,1.6,89798,349900,Benzin,Automaticka,97,8
Ford,Ecosport,1.0,56000,349900,Benzin,Manualni,92,7
BMW,Rada 2,1.5,143530,349900,Benzin,Manualni,80,6
Hyundai,Tucson,1.6,156100,349900,Benzin,Manualni,130,6
Mitsubishi,Outlander,2.3,197006,349900,Nafta,Automaticka,110,9
Jeep,Grand Cherokee,3.0,246200,349900,Nafta,Automaticka,184,11
Toyota,Aygo,1.0,8267,349900,Benzin,Manualni,53,1
BMW,Rada 5,2.0,211503,349900,Benzin,Automaticka,140,9
Mazda,6,2.0,115532,349900,Benzin,Manualni,107,10
MercedesBenz,Tridy E,2.1,189345,349900,Nafta,Automaticka,150,11
BMW,X3,2.0,177051,349900,Nafta,Manualni,100,11
BMW,Rada 2,1.5,82585,349900,Benzin,Manualni,80,6
Fiat,Ducato,2.3,339000,349900,Nafta,Manualni,110,8
Porsche,Cayenne,4.8,390201,349900,Benzin,Automaticka,294,14
Hyundai,I30,1.6,69755,349900,Nafta,Manualni,85,4
BMW,Rada 5,3.0,371000,349900,Nafta,Automaticka,190,11
Volvo,V90,2.0,288950,349901,Nafta,Automaticka,110,7
Fiat,Tipo,1.0,61000,349990,Benzin,Manualni,73,2
Fiat,500C,1.0,6000,349990,Hybridni,Manualni,52,3
Audi,A6,3.0,207167,349990,Nafta,Automaticka,200,10
Audi,Q5,3.0,245335,349990,Nafta,Automaticka,180,13
MercedesBenz,Tridy E,1.8,147221,349990,Benzin,Automaticka,150,15
Volvo,V40,2.0,82000,349990,Nafta,Automaticka,110,6
Mazda,6,2.2,149444,349995,Nafta,Automaticka,110,7
Audi,Q7,3.0,143415,349999,Nafta,Automaticka,176,17
Jeep,Wrangler,2.8,124916,349999,Nafta,Automaticka,130,17
Jeep,Cherokee,2.0,120626,349999,Nafta,Manualni,103,9
Jeep,Grand Cherokee,3.0,300000,349999,Nafta,Automaticka,184,8
Peugeot,Rifter,1.5,187016,349999,Nafta,Manualni,96,6
Honda,Civic,1.0,156433,349999,Benzin,Manualni,93,5
MercedesBenz,Glk,2.1,213352,349999,Nafta,Automaticka,150,12
Renault,Megane,1.6,136949,349999,Nafta,Automaticka,120,8
Citroen,Grand C4 Spacetourer,1.5,134365,349999,Nafta,Manualni,96,5
Kia,Optima,1.6,167165,350000,Nafta,Automaticka,100,5
Renault,Trafic,1.6,237272,350000,Nafta,Manualni,103,10
Opel,Insignia,2.0,114296,350000,Nafta,Manualni,125,8
Honda,Cr V,1.6,168062,350000,Nafta,Manualni,118,8
Renault,Megane,1.5,43567,350000,Nafta,Manualni,85,4
Renault,Clio,1.0,26097,350000,Benzin,Manualni,67,3
Hyundai,I10,1.0,746,350000,Benzin,Manualni,73,2
Skoda,Superb,1.6,167723,350000,Nafta,Manualni,88,7
Kia,Stonic,1.0,88000,350000,Benzin,Automaticka,74,7
Skoda,Scala,1.6,87378,350000,Nafta,Manualni,85,5
Toyota,ProAce,1.5,47861,350000,Nafta,Manualni,96,4
BMW,Rada 3,3.0,135843,350000,Benzin,Manualni,170,22
BMW,Rada 3,3.0,119000,350000,Benzin,Automaticka,225,19
Subaru,Impreza,1.6,98999,350000,Benzin,Automaticka,84,7
Nissan,Qashqai,1.6,50840,350000,Benzin,Manualni,120,10
Hyundai,Santa,2.2,140052,350000,Nafta,Manualni,145,11
Skoda,Superb,2.0,163748,350000,Nafta,Manualni,110,7
Kia,Stonic,1.2,14880,350000,Benzin,Manualni,62,2
Mg,Zs,1.5,63925,350000,Benzin,Manualni,78,2
Kia,Sportage,1.6,89351,350000,Benzin,Manualni,130,7
Dacia,Duster,1.3,35387,350000,Benzin,Manualni,96,5
Toyota,RAV4,2.2,133325,350000,Nafta,Automaticka,110,12
Mitsubishi,L200,2.4,254441,350000,Nafta,Manualni,113,9
Audi,A6,3.0,189094,350000,Nafta,Automaticka,180,12
Mazda,6,2.2,201288,350000,Nafta,Automaticka,107,7
Mini,Cooper,2.0,153800,350000,Nafta,Automaticka,125,10
Mini,Clubman,1.5,48454,350000,Benzin,Automaticka,100,7
Volvo,V60,2.0,243102,350000,Nafta,Automaticka,110,6
Hyundai,Tucson,1.6,140929,350000,Benzin,Automaticka,130,8
Nissan,Qashqai,1.6,50840,350000,Benzin,Manualni,120,10
Jeep,Grand Cherokee,3.0,152063,350000,Nafta,Automaticka,177,14
Mitsubishi,Pajero,3.2,223327,350000,Nafta,Automaticka,140,8
Mini,Cooper,1.5,107300,350000,Benzin,Automaticka,100,6
Volvo,V60,2.0,243102,350000,Nafta,Automaticka,110,6
Nissan,Qashqai,1.3,58020,350000,Benzin,Manualni,103,6
Audi,Q5,3.0,197189,350000,Nafta,Automaticka,180,12
Jeep,Renegade,1.4,73083,350000,Benzin,Manualni,103,7
Fiat,500,1.0,5269,350000,Benzin,Manualni,51,2
Mini,Countryman,2.0,105447,350000,Nafta,Automaticka,105,8
Fiat,Doblo,1.6,73000,350000,Nafta,Manualni,88,9
Citroen,Berlingo,1.2,87471,350000,Benzin,Manualni,81,6
MercedesBenz,GL,3.0,165883,350000,Nafta,Automaticka,165,17
Citroen,C3 Aircross,1.2,15849,350000,Benzin,Manualni,81,3
Audi,A6,3.0,189479,350000,Nafta,Automaticka,180,13
BMW,Rada 4,2.0,237000,350000,Nafta,Automaticka,140,8
Ford,S Max,2.0,197994,350000,Nafta,Automaticka,132,8
Audi,A1,1.0,71221,350000,Benzin,Automaticka,70,7
Seat,Ibiza,1.0,42197,351000,Benzin,Automaticka,81,4
Mg,Zs,1.5,75000,352000,Benzin,Manualni,105,3
Toyota,Aygo,1.0,0,352500,Benzin,Manualni,54,1
Seat,Leon,2.0,223486,354000,Nafta,Automaticka,110,4
Ford,Focus,1.5,88362,354000,Nafta,Automaticka,88,4
Ford,Focus,1.5,148317,354000,Nafta,Manualni,88,3
Toyota,Aygo,1.0,2,354900,Benzin,Manualni,53,0
Toyota,Aygo,1.0,2,354900,Benzin,Automaticka,53,0
Hyundai,I10,1.0,5,354990,Benzin,Manualni,46,0
Audi,A4,2.0,136842,354999,Nafta,Manualni,110,7
Peugeot,3008,1.2,103357,354999,Benzin,Automaticka,96,8
Jeep,Cherokee,2.2,146339,355000,Nafta,Automaticka,147,10
Renault,Megane,1.6,131936,355000,Benzin,Automaticka,151,9
MercedesBenz,GLK,3.0,165005,355000,Nafta,Automaticka,170,14
Hyundai,I30,1.0,11800,355000,Benzin,Manualni,88,3
Subaru,XV,2.0,57038,355000,Benzin,Automaticka,110,13
Dacia,Duster,1.0,16390,355000,Benzin,Manualni,67,3
Volvo,Xc90,2.4,189924,355000,Nafta,Automaticka,147,14
Subaru,Xv,2.0,166857,355000,Benzin,Manualni,110,9
Honda,Hr V,1.5,125000,355000,Benzin,Automaticka,96,10
Kia,Sportage,1.6,105837,355000,Benzin,Manualni,130,9
Subaru,Xv,2.0,57038,355000,Benzin,Automaticka,110,13
Volkswagen,Tiguan,1.4,71300,355000,Benzin,Manualni,118,11
Volvo,Xc60,2.0,180431,355900,Nafta,Automaticka,110,9
Audi,Q3,2.0,154202,356000,Nafta,Automaticka,130,13
Ford,S Max,2.0,225325,357000,Nafta,Manualni,110,5
Mazda,Cx 5,2.2,185406,358000,Nafta,Automaticka,110,7
Volkswagen,Sharan,2.0,160058,358000,Nafta,Manualni,103,11
Hyundai,Tucson,1.6,53535,358000,Benzin,Manualni,97,9
Audi,A3,1.6,105495,358000,Nafta,Manualni,81,8
Skoda,Octavia,2.0,149135,358000,Nafta,Automaticka,110,7
Skoda,Octavia,1.5,143214,358000,Benzin,Automaticka,110,5
Skoda,Karoq,1.0,149278,358000,Benzin,Manualni,85,6
Seat,Leon,1.5,48292,358000,Benzin,Manualni,96,5
Ford,Mondeo,2.0,159907,358000,Nafta,Automaticka,110,5
Opel,Astra,1.5,128164,358000,Nafta,Automaticka,90,4
Hyundai,Tucson,1.6,53535,358000,Benzin,Manualni,97,9
Ford,Mondeo,2.0,178070,358000,Nafta,Automaticka,110,4
Audi,A3,1.6,105495,358000,Nafta,Manualni,81,8
Volkswagen,Passat,2.0,199826,358000,Nafta,Automaticka,110,6
Audi,A6,3.0,175480,358000,Nafta,Automaticka,180,12
Audi,A4,2.0,179293,358000,Nafta,Automaticka,90,6
Peugeot,3008,1.5,147494,358000,Nafta,Manualni,96,5
Jeep,Compass,2.0,152412,358000,Nafta,Manualni,103,6
Skoda,Octavia,2.0,141334,358000,Nafta,Automaticka,110,6
Jeep,Wrangler,4.0,214642,359000,Benzin,Manualni,130,28
Nissan,Qashqai,1.6,79288,359000,Nafta,Manualni,96,7
Mazda,Cx 5,2.0,110272,359000,Benzin,Manualni,118,11
Opel,Insignia,2.0,154536,359000,Nafta,Automaticka,154,7
Opel,Grandland X,1.5,78916,359000,Nafta,Manualni,96,6
Hyundai,I30,1.0,57948,359000,Benzin,Manualni,88,3
Hyundai,Tucson,1.6,61838,359000,Benzin,Manualni,130,9
Dacia,Duster,1.0,20189,359000,Benzin,Manualni,67,3
Volkswagen,Golf Variant,2.0,168315,359000,Nafta,Automaticka,110,5
Nissan,Qashqai,1.6,112000,359000,Benzin,Manualni,120,10
Mini,Cooper,1.6,147000,359000,Benzin,Manualni,160,11
Skoda,Superb,2.0,199500,359000,Nafta,Automaticka,140,9
Peugeot,3008,1.6,106351,359000,Nafta,Automaticka,88,7
Renault,Megane,1.3,125087,359000,Benzin,Automaticka,117,5
Volvo,V60,2.0,225033,359000,Nafta,Automaticka,140,6
Mazda,Mx 5,2.0,150000,359000,Benzin,Manualni,118,14
Toyota,Aygo,1.0,7108,359900,Benzin,Automaticka,53,3
Jeep,Cherokee,2.2,181290,359900,Nafta,Automaticka,147,9
Mazda,Cx 3,2.0,89203,359900,Benzin,Manualni,110,10
Kia,Cee D,1.0,66460,359900,Benzin,Manualni,88,3
Mitsubishi,Outlander,2.0,119889,359900,Benzin,Manualni,110,9
Seat,Leon,1.8,146325,359900,Benzin,Automaticka,132,9
Toyota,Corolla,1.6,61445,359900,Benzin,Manualni,97,6
Dacia,Duster,1.5,45000,359900,Nafta,Manualni,85,5
MercedesBenz,Tridy C,2.0,183000,359990,Hybridni,Automaticka,155,9
Fiat,Tipo,1.0,27935,359990,Benzin,Manualni,74,2
Renault,Captur,1.0,44475,359990,Benzin,Manualni,67,4
Opel,Crossland,1.2,54792,359999,Benzin,Automaticka,96,4
Opel,Vivaro,1.6,126896,359999,Nafta,Manualni,92,9
Audi,A7,3.0,244649,359999,Nafta,Automaticka,180,13
MercedesBenz,Tridy M,3.0,325131,359999,Nafta,Automaticka,190,13
BMW,X3,3.0,83109,359999,Nafta,Automaticka,230,12
Audi,A3,1.4,34225,359999,Benzin,Manualni,110,9
Seat,Leon,1.4,142345,360000,Benzin,Automaticka,110,8
Honda,Cr V,1.6,101105,360000,Nafta,Manualni,88,7
Kia,Ceed,1.4,42723,360000,Benzin,Manualni,103,6
Kia,Sportage,1.6,189069,360000,Benzin,Automaticka,130,7
Toyota,Aygo,1.0,2,360000,Benzin,Manualni,53,1
Nissan,XTrail,1.6,77975,360000,Benzin,Manualni,120,9
Mg,Zs,1.5,50455,360000,Benzin,Manualni,78,2
Hyundai,Tucson,1.7,69947,360000,Nafta,Manualni,85,7
Hyundai,I30,1.5,39254,360000,Benzin,Manualni,80,3
Dacia,Duster,1.5,73916,360000,Nafta,Manualni,80,7
Dacia,Duster,1.5,52156,360000,Nafta,Manualni,85,5
Dacia,Duster,1.6,22426,360000,Benzin,Manualni,84,6
MercedesBenz,Gl,3.0,274000,360000,Nafta,Automaticka,195,14
Mazda,Cx 5,2.2,123000,360000,Nafta,Automaticka,129,8
Audi,A3,1.4,101571,360000,Benzin,Manualni,110,10
Dacia,Jogger,1.0,98419,360000,Benzin,Manualni,67,2
Kia,Cee D,1.4,42723,360000,Benzin,Manualni,103,6
Dacia,Duster,1.0,27769,360000,Benzin,Manualni,67,4
Nissan,X Trail,1.6,77975,360000,Benzin,Manualni,120,9
Mini,Countryman,2.0,92820,360000,Nafta,Automaticka,105,9
Seat,Leon,1.4,142345,360000,Benzin,Automaticka,110,8
Peugeot,508,2.0,76420,360000,Nafta,Automaticka,133,8
Seat,Leon,1.5,78574,360000,Benzin,Automaticka,96,5
Audi,A3,1.4,101571,360000,Benzin,Manualni,110,10
Kia,Sportage,1.6,189069,360000,Benzin,Automaticka,130,7
Kia,Ceed,1.5,92293,360000,Benzin,Manualni,117,3
Mg,Zs,1.5,25836,360000,Benzin,Manualni,78,3
Subaru,Outback,2.5,194213,360000,Benzin,Automaticka,129,10
Kia,Sportage,2.0,126467,360000,Nafta,Manualni,136,9
Volvo,Xc70,2.4,230075,360000,Nafta,Automaticka,162,10
Kia,Cee D,1.5,92293,360000,Benzin,Manualni,117,3
Mini,Countryman,1.6,116000,360000,Benzin,Automaticka,160,11
Peugeot,Boxer,2.2,141593,361800,Nafta,Manualni,103,5
Mitsubishi,Colt,1.0,20,361959,Benzin,Manualni,49,1
Jeep,Cherokee,2.0,213125,362000,Nafta,Automaticka,125,10
Citroen,C5,2.0,176002,364000,Nafta,Automaticka,130,6
Citroen,C5 Aircross,1.5,104000,364000,Nafta,Manualni,96,7
Toyota,Aygo,1.0,2,364900,Benzin,Automaticka,53,0
Volkswagen,Touran,1.6,114895,365000,Nafta,Manualni,81,9
Renault,Espace,1.6,83103,365000,Nafta,Automaticka,118,8
Dacia,Duster,1.0,48109,365000,Benzin,Manualni,67,3
MercedesBenz,Cla,2.1,188541,365000,Nafta,Automaticka,130,9
BMW,Rada 1,2.0,112651,365000,Nafta,Automaticka,140,8
Audi,A3,1.6,157679,365000,Nafta,Automaticka,85,7
Volvo,V60,2.0,199300,365000,Nafta,Manualni,110,4
Ford,Ranger,2.2,132075,365000,Nafta,Automaticka,110,11
Volvo,Xc60,2.4,144734,365000,Nafta,Manualni,133,11
Audi,A4,1.4,92368,365000,Benzin,Manualni,110,9
Audi,A4,2.0,154329,365000,Nafta,Manualni,110,8
Volkswagen,Touran,2.0,139369,365000,Nafta,Manualni,110,10
Fiat,Freemont,2.0,79183,365000,Nafta,Manualni,125,10
Audi,A3,1.6,157679,365000,Nafta,Automaticka,85,7
Audi,A4,1.4,92368,365000,Benzin,Manualni,110,9
Volvo,XC60,2.4,144734,365000,Nafta,Manualni,133,11
Volkswagen,Passat Variant,2.0,194212,366000,Nafta,Automaticka,110,5
Dacia,Sandero,1.0,5,366200,Benzin,Manualni,74,0
Opel,Grandland X,1.5,114000,367000,Nafta,Automaticka,96,5
BMW,Rada 5,3.0,268000,368000,Nafta,Automaticka,228,9
Volkswagen,Golf,2.0,128507,368000,Nafta,Automaticka,110,5
Ford,S Max,2.0,172270,368000,Nafta,Automaticka,132,7
Peugeot,508,1.5,141324,368000,Nafta,Automaticka,96,5
Mitsubishi,Outlander,2.0,180557,368000,Benzin,Manualni,110,6
Seat,Leon,2.0,155933,368000,Nafta,Automaticka,110,5
Fiat,500X,1.0,81886,368000,Benzin,Manualni,88,4
Honda,Civic,1.0,85600,368900,Benzin,Automaticka,93,6
Opel,Mokka,1.4,69905,368900,Benzin,Automaticka,103,6
Citroen,Berlingo,1.5,174995,368900,Nafta,Manualni,96,4
Kia,Picanto,1.0,1,369000,Benzin,Manualni,46,1
Jeep,Cherokee,2.2,152900,369000,Nafta,Automaticka,147,9
