Značka,Model,Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Zdroj
Opel,Zafira,2004,181000,29999,Benzín,Manuální,108,Sauto
Ford,Galaxy,2000,466576,29999,Nafta,Manuální,66,Sauto
Peugeot,206,2007,194191,30000,nafta,manual,50,Autoesa
Seat,Toledo,2002,251000,30000,Nafta,Manuální,81,Sauto
Seat,Cordoba,2008,146108,30000,benzín,manual,51,Autoesa
Renault,Mégane,2004,237553,30000,benzín,manual,83,Autoesa
Škoda,Octavia,1998,220628,30000,benzín,manual,55,Autoesa
Ford,Fiesta,2005,193621,30000,benzín,manual,44,Autoesa
Renault,Thalia,2006,125694,30000,Benzín,Manuální,72,Sauto
Renault,Megane,2000,169000,30000,Benzín,Manuální,79,Sauto
Renault,Mégane,2007,301828,30000,nafta,manual,63,Autoesa
Renault,Clio,2004,122547,30000,Benzín,Manuální,43,Sauto
Seat,Cordoba,2008,146108,30000,Benzín,Manuální,51,Sauto
Hyundai,Atos,2005,103659,30000,benzín,manual,43,Autoesa
Peugeot,Partner,2010,278548,30000,nafta,manual,66,Autoesa
Citroen,C4 Picasso,2008,253000,30000,Benzín,Manuální,92,Sauto
Renault,Mégane,2002,222620,30000,nafta,manual,75,Autoesa
Nissan,Micra,1993,108000,30000,Benzín,Automatická,40,Sauto
Renault,Megane,2004,237553,30000,Benzín,Manuální,83,Sauto
Peugeot,207,2010,189928,30000,Nafta,Manuální,50,Sauto
Renault,Mégane,2007,341156,30000,nafta,manual,96,Autoesa
Mazda,6,2009,338755,30000,Nafta,Manuální,103,Sauto
Škoda,Fabia,2003,194703,30000,benzín,manual,40,Autoesa
Renault,Clio,2000,149612,30000,benzín,manual,43,Autoesa
Nissan,Primera,2006,249503,30000,Benzín,Manuální,85,Sauto
Renault,Megane,2007,341156,30000,Nafta,Manuální,96,Sauto
Nissan,Qashqai,2008,359154,30000,Nafta,Manuální,110,Sauto
Citroen,C4 Picasso,2009,268814,30000,Nafta,Automatická,80,Sauto
Kia,Rio,2008,203569,32000,benzín,manual,71,Autoesa
Renault,Thalia,2003,97599,32000,benzín,manual,55,Autoesa
Ford,Fiesta,2005,151577,32000,benzín,manual,51,Autoesa
Peugeot,206,2003,195000,32000,Nafta,Manuální,50,Sauto
Ford,Fiesta,2005,151577,32000,Benzín,Manuální,51,Sauto
Hyundai,I30,2011,223058,32999,Nafta,Manuální,66,Sauto
Hyundai,Getz,2007,142000,33000,Benzín,Manuální,72,Sauto
Škoda,Octavia,2006,345135,33000,nafta,manual,74,Autoesa
Skoda,Fabia,2006,240000,33800,Nafta,Manuální,59,Sauto
Ford,Mondeo,2004,220830,34000,nafta,manual,85,Autoesa
Renault,Thalia,2002,115633,34000,Benzín,Manuální,55,Sauto
Opel,Agila,2003,270000,34000,LPG + benzín,Manuální,55,Sauto
Mercedes Benz,Tridy A,2005,289700,34000,Nafta,Manuální,80,Sauto
Opel,Agila,2002,192400,34877,Benzín,Manuální,43,Sauto
Opel,Combo,2010,286600,34900,Benzín,Manuální,66,Sauto
Nissan,Primera,2007,200816,34900,Benzín,Manuální,85,Sauto
Seat,Alhambra,2005,270477,34900,Nafta,Manuální,96,Sauto
Mazda,5,2008,157970,34900,Nafta,Manuální,105,Sauto
Citroen,Xsara Picasso,2007,252779,34990,Nafta,Manuální,80,Sauto
Kia,Rio,2005,195184,34999,Benzín,Manuální,71,Sauto
Ford,Fiesta,2004,109504,35000,benzín,manual,51,Autoesa
Hyundai,I20,2010,168265,35000,benzín,manual,57,Autoesa
Opel,Zafira,2001,241072,35000,nafta,manual,74,Autoesa
Opel,Meriva,2005,150818,35000,benzín,manual,74,Autoesa
Seat,Ibiza,2007,190356,35000,Benzín,Manuální,63,Sauto
Opel,Zafira,2001,241072,35000,Nafta,Manuální,74,Sauto
Citroën,C3,2004,127539,35000,benzín,manual,54,Autoesa
Seat,Ibiza,2002,139196,35000,Benzín,Manuální,55,Sauto
Seat,Ibiza,2008,215000,35000,Benzín,Manuální,63,Sauto
Renault,Thalia,2006,124900,35000,Benzín,Manuální,72,Sauto
Opel,Meriva,2005,150818,35000,Benzín,Manuální,74,Sauto
Volvo,S40,2000,205785,35000,Benzín,Automatická,100,Sauto
Citroen,C3,2006,210411,35000,Benzín,Manuální,54,Sauto
Hyundai,Matrix,2005,123721,35000,benzín,manual,76,Autoesa
Nissan,Almera,2004,271649,35000,Nafta,Manuální,100,Sauto
Opel,Agila,2007,69852,35000,benzín,manual,44,Autoesa
Citroën,C3,2006,210411,35000,benzín,manual,54,Autoesa
Renault,Clio,2008,136760,35000,Benzín,Manuální,55,Sauto
Bmw,Rada 3,2003,339850,35000,Nafta,Manuální,150,Sauto
Renault,Clio,2008,136760,35000,benzín,manual,55,Autoesa
Peugeot,307,2006,215256,35000,nafta,manual,80,Autoesa
Mazda,2,2004,165550,35000,Benzín,Manuální,55,Sauto
Renault,Megane,2002,139060,35000,Benzín,Manuální,70,Sauto
Hyundai,Getz,2005,167600,35000,Benzín,Manuální,62,Sauto
Mercedes Benz,Tridy C,2003,195000,35000,Benzín,Manuální,105,Sauto
Kia,Picanto,2007,70651,35000,benzín,manual,45,Autoesa
Nissan,Micra,2003,199860,35000,Nafta,Manuální,60,Sauto
Peugeot,207,2008,247124,35000,benzín,manual,65,Autoesa
Ford,Fiesta,2004,109504,35000,Benzín,Manuální,51,Sauto
Nissan,Pixo,2010,297160,35900,Benzín,Manuální,50,Sauto
Ford,Galaxy,2003,298000,35900,Nafta,Manuální,85,Sauto
Škoda,Fabia,2005,205622,36000,benzín,manual,40,Autoesa
Citroen,C4,2007,144327,36000,Benzín,Manuální,65,Sauto
Renault,Megane,2004,214900,36000,Benzín,Manuální,83,Sauto
Mazda,6,2007,213000,36000,Nafta,Manuální,105,Sauto
Citroën,C4,2007,144327,36000,benzín,manual,65,Autoesa
Seat,Ibiza,2007,134125,36000,Benzín,Manuální,51,Sauto
Ford,Focus,2002,171444,37000,benzín,manual,74,Autoesa
Renault,Modus,2006,213208,37000,Nafta,Manuální,63,Sauto
Renault,Mégane,2003,219055,37000,benzín,manual,83,Autoesa
Škoda,Fabia,2004,67938,37000,benzín,manual,40,Autoesa
Nissan,Primera,2003,170200,37777,Nafta,Manuální,93,Sauto
Opel,Meriva,2006,173000,38000,Benzín,Manuální,66,Sauto
Citroën,C3,2005,208750,38000,benzín,manual,44,Autoesa
Citroen,C3,2006,140000,38000,Benzín,Manuální,44,Sauto
Peugeot,307,2005,190400,38990,Nafta,Manuální,80,Sauto
Nissan,Note,2006,264195,39000,nafta,manual,50,Autoesa
Nissan,Note,2006,264195,39000,Nafta,Manuální,50,Sauto
Peugeot,308,2009,162407,39000,Benzín,Manuální,88,Sauto
Seat,Alhambra,2002,348196,39000,Nafta,Manuální,85,Sauto
Renault,Scenic,2006,212500,39000,Benzín,Manuální,82,Sauto
Peugeot,307,2006,230476,39000,benzín,manual,65,Autoesa
Renault,Clio,2007,131300,39000,Benzín,Manuální,55,Sauto
Seat,Ibiza,2007,145306,39000,Benzín,Manuální,63,Sauto
Renault,Mégane,2005,159608,39000,nafta,manual,88,Autoesa
Renault,Megane,2006,102122,39000,Benzín,Manuální,82,Sauto
Opel,Zafira,2004,178837,39000,benzín,manual,74,Autoesa
Mercedes Benz,Tridy A,2006,201703,39000,Benzín,Manuální,85,Sauto
Seat,Cordoba,2008,129000,39000,Benzín,Manuální,63,Sauto
Audi,A2,2001,215255,39000,Benzín,Manuální,55,Sauto
Renault,Thalia,2004,164389,39000,benzín,manual,55,Autoesa
Nissan,Terrano,1996,250500,39000,Nafta,Manuální,92,Sauto
Renault,Kangoo,2003,145800,39000,Benzín,Manuální,55,Sauto
Škoda,Octavia,2009,254735,39000,benzín,manual,75,Autoesa
Renault,Thalia,2006,144800,39877,Benzín,Manuální,55,Sauto
Volkswagen,Golf,2001,183100,39898,Benzín,Manuální,55,Sauto
Mazda,5,2007,238361,39900,Nafta,Manuální,81,Sauto
Mazda,2,2006,201296,39900,Benzín,Manuální,55,Sauto
Opel,Corsa,2009,193001,39900,Benzín,Manuální,59,Sauto
Peugeot,407,2007,181634,39900,Nafta,Manuální,80,Sauto
Citroen,C2,2009,195800,39900,Benzín,Manuální,44,Sauto
Seat,Ibiza,2003,180108,39900,Benzín,Manuální,55,Sauto
Audi,A3,2006,459096,39900,Nafta,Manuální,77,Sauto
Renault,Thalia,2006,151960,39900,Benzín,Manuální,72,Sauto
Mercedes Benz,Tridy A,2001,262000,39900,Nafta,Automatická,70,Sauto
Renault,Scenic,2007,253505,39900,Nafta,Automatická,88,Sauto
Mazda,626,2001,166000,39900,Benzín,Manuální,85,Sauto
Renault,Megane,2004,276352,39900,Nafta,Manuální,85,Sauto
Nissan,Qashqai,2007,289837,39900,Nafta,Manuální,110,Sauto
Peugeot,206,2005,194901,39900,Benzín,Manuální,55,Sauto
Ford,Fusion,2007,173591,39990,Benzín,Manuální,59,Sauto
Ford,Focus,2007,205110,39990,Nafta,Manuální,66,Sauto
Ford,Focus,2009,331126,39990,Nafta,Manuální,85,Sauto
Renault,Clio,2006,144329,39990,Nafta,Manuální,63,Sauto
Audi,A3,2004,263000,39990,Benzín,Manuální,75,Sauto
Audi,80,1992,285221,39999,Benzín,Manuální,66,Sauto
Citroen,C4 Picasso,2010,369000,39999,CNG + benzín,Manuální,92,Sauto
Seat,Alhambra,2008,398147,39999,Nafta,Manuální,103,Sauto
Ford,Fiesta,2005,142480,39999,Benzín,Manuální,59,Sauto
Volvo,V70,2003,220000,39999,Benzín,Manuální,103,Sauto
Nissan,Almera,2005,146062,40000,Benzín,Manuální,66,Sauto
Nissan,Almera,2003,152000,40000,Benzín,Manuální,72,Sauto
Citroen,C3,2007,198048,40000,Benzín,Manuální,54,Sauto
Opel,Astra,2010,309816,40000,nafta,manual,74,Autoesa
Nissan,Micra,2003,154978,40000,Benzín,Manuální,59,Sauto
Nissan,Micra,2003,154978,40000,benzín,manual,59,Autoesa
Peugeot,307,2003,231235,40000,nafta,manual,66,Autoesa
Peugeot,307,2008,194193,40000,nafta,manual,50,Autoesa
Renault,Megane,2007,182986,40000,Nafta,Manuální,78,Sauto
Renault,Mégane,2007,182986,40000,nafta,manual,78,Autoesa
Seat,Leon,2006,209751,40000,Benzín,Manuální,75,Sauto
Škoda,Fabia,2006,165603,40000,benzín,manual,47,Autoesa
Škoda,Fabia,2006,209003,40000,benzín,manual,55,Autoesa
Opel,Zafira,2006,211000,40000,CNG + benzín,Manuální,69,Sauto
Renault,Mégane,2004,221693,40000,benzín,manual,72,Autoesa
Renault,Thalia,2009,120903,40000,benzín,manual,55,Autoesa
Renault,Clio,2006,201689,40000,benzín,manual,65,Autoesa
Citroen,C4,2007,190926,40000,Benzín,Manuální,80,Sauto
Citroen,Berlingo,2005,286747,40000,Benzín,Manuální,55,Sauto
Renault,Espace,2003,272000,40000,LPG + benzín,Manuální,120,Sauto
Citroen,C5,2007,275000,40000,Nafta,Manuální,100,Sauto
Renault,Clio,2005,133472,40000,benzín,manual,43,Autoesa
Opel,Zafira,2006,211000,40000,CNG + benzín,manual,69,Autoesa
Audi,A2,2002,170045,40000,benzín,manual,55,Autoesa
Renault,Clio,2005,213837,40000,benzín,manual,65,Autoesa
Citroën,C4,2007,190926,40000,benzín,manual,80,Autoesa
Citroën,C2,2006,111630,40000,benzín,manual,44,Autoesa
Peugeot,206,2006,148114,40000,benzín,manual,55,Autoesa
Mercedes Benz,Tridy C,2005,350570,40000,Nafta,Automatická,90,Sauto
Ford,Fiesta,2007,111086,40000,benzín,manual,51,Autoesa
Peugeot,307,2003,196104,40000,benzín,manual,100,Autoesa
Renault,Modus,2008,191184,40000,benzín,manual,55,Autoesa
Citroen,C2,2006,111630,40000,Benzín,Manuální,44,Sauto
Ford,Fiesta,2003,144542,40000,benzín,manual,51,Autoesa
Peugeot,207,2008,308098,40000,nafta,manual,80,Autoesa
Renault,Clio,2009,100558,40000,benzín,manual,55,Autoesa
Citroen,C3 Picasso,2009,226000,41999,Benzín,Manuální,70,Sauto
Škoda,Fabia,2002,248848,42000,benzín,manual,55,Autoesa
Renault,Laguna,2006,215000,42000,Benzín,Manuální,99,Sauto
Peugeot,107,2009,113091,42000,benzín,manual,50,Autoesa
Hyundai,Matrix,2009,107369,42000,nafta,manual,81,Autoesa
Renault,Scénic,2002,195620,42000,benzín,manual,79,Autoesa
Renault,Thalia,2005,103505,42000,benzín,manual,72,Autoesa
Volkswagen,Polo,2008,236305,43000,nafta,manual,51,Autoesa
Citroen,C4,2007,87254,43000,Benzín,Manuální,80,Sauto
Seat,Toledo,2004,333852,43000,Nafta,Manuální,77,Sauto
Hyundai,Getz,2007,170912,43000,benzín,manual,71,Autoesa
Citroën,C4,2005,159930,44000,benzín,manual,80,Autoesa
Citroën,C8,2004,229095,44000,nafta,manual,94,Autoesa
Ford,Fusion,2005,102853,44000,benzín,manual,59,Autoesa
Renault,Mégane,2008,236897,44000,benzín,manual,82,Autoesa
Ford,Fusion,2007,228090,44000,benzín,manual,59,Autoesa
Volvo,V50,2004,239134,44000,Nafta,Manuální,100,Sauto
Renault,Modus,2004,246000,44000,Nafta,Manuální,63,Sauto
Volvo,V50,2004,303613,44770,Nafta,Manuální,100,Sauto
Mazda,3,2005,151935,44800,Benzín,Manuální,62,Sauto
Ford,C Max,2006,232955,44800,Nafta,Manuální,80,Sauto
Ford,Fusion,2003,206791,44990,Benzín,Manuální,74,Sauto
Citroen,C3 Picasso,2009,257713,44990,Nafta,Manuální,80,Sauto
Opel,Astra,2005,215565,44999,Nafta,Manuální,74,Sauto
Opel,Meriva,2009,169936,45000,nafta,manual,74,Autoesa
Seat,Leon,2002,200098,45000,Benzín,Manuální,55,Sauto
Bmw,Rada 1,2005,236000,45000,Benzín,Manuální,85,Sauto
Ford,Fusion,2003,174733,45000,LPG + benzín,manual,59,Autoesa
Ford,C-MAX,2006,191161,45000,nafta,manual,80,Autoesa
Opel,Meriva,2007,163086,45000,benzín,manual,77,Autoesa
Opel,Meriva,2007,163086,45000,Benzín,Manuální,77,Sauto
Nissan,Pixo,2009,63798,45000,Benzín,Manuální,50,Sauto
Ford,Focus,2008,262226,45000,Benzín,Manuální,74,Sauto
Mazda,2,2007,171505,45000,Benzín,Manuální,59,Sauto
Opel,Zafira,2000,234040,45000,benzín,manual,92,Autoesa
Citroen,C4,2007,195835,45000,Benzín,Manuální,80,Sauto
Renault,Megane,2008,280000,45000,Nafta,Manuální,96,Sauto
Citroën,Berlingo,2004,117699,45000,benzín,manual,80,Autoesa
Seat,Alhambra,2003,393103,45000,Nafta,Manuální,85,Sauto
Hyundai,Santa Fe,2004,373000,45000,Nafta,Manuální,92,Sauto
Opel,Corsa,2007,223500,45000,benzín,manual,59,Autoesa
Citroen,C4 Picasso,2008,212568,45000,Nafta,Automatická,80,Sauto
Citroen,C3,2009,93193,45000,Benzín,Manuální,54,Sauto
Citroen,Grand C4 Picasso,2007,298000,45000,Nafta,Manuální,80,Sauto
Renault,Modus,2005,175648,45000,Benzín,Manuální,55,Sauto
Opel,Corsa,2007,250659,45000,Benzín,Manuální,59,Sauto
Citroën,C4,2008,212568,45000,nafta,automat,80,Autoesa
Škoda,Fabia,2005,96728,45000,benzín,manual,40,Autoesa
Citroën,C3,2007,138704,45000,benzín,manual,54,Autoesa
Citroën,C1,2008,107073,45000,benzín,manual,50,Autoesa
Hyundai,Atos,2007,102121,45000,benzín,manual,46,Autoesa
Hyundai,Atos,2006,85033,45000,Benzín,Manuální,46,Sauto
Volkswagen,New,1999,226649,45000,nafta,manual,66,Autoesa
Citroën,C4,2008,221236,45000,nafta,manual,66,Autoesa
Volkswagen,Golf,2002,219390,45000,benzín,manual,55,Autoesa
Mercedes Benz,Tridy C,2005,245700,45000,Nafta,Manuální,90,Sauto
Nissan,Micra,2013,303509,45000,Benzín,Manuální,72,Sauto
Citroën,C3,2009,157885,45000,benzín,manual,44,Autoesa
Renault,Modus,2005,175648,45000,benzín,manual,55,Autoesa
Opel,Corsa,2007,223500,45000,Benzín,Manuální,59,Sauto
Seat,Toledo,2006,322188,45000,Nafta,Manuální,77,Sauto
Renault,Laguna,2002,155909,45000,nafta,manual,88,Autoesa
Peugeot,207,2007,186442,45000,benzín,manual,65,Autoesa
Citroen,C3,2009,157885,45000,Benzín,Manuální,44,Sauto
Seat,Alhambra,2004,309022,45000,Nafta,Manuální,85,Sauto
Mazda,6,2007,251229,45000,Benzín,Manuální,108,Sauto
Renault,Scénic,2001,197022,45000,benzín,automat,79,Autoesa
Renault,Laguna,2006,271000,45000,Nafta,Manuální,110,Sauto
Citroën,C3,2007,184016,45000,benzín,manual,44,Autoesa
Mercedes Benz,Tridy B,2005,344170,45000,Nafta,Manuální,80,Sauto
Hyundai,Matrix,2008,130542,45000,benzín,manual,76,Autoesa
Hyundai,Atos,2006,85033,45000,benzín,manual,46,Autoesa
Mazda,5,2005,185600,45000,Benzín,Manuální,85,Sauto
Renault,Scénic,2006,214742,45000,nafta,manual,96,Autoesa
Ford,Focus,2005,181715,45000,benzín,manual,59,Autoesa
Ford,Focus,2005,157294,45000,benzín,manual,85,Autoesa
Renault,Mégane,2007,230690,45000,nafta,manual,96,Autoesa
Ford,Fiesta,2008,191723,45000,benzín,manual,55,Autoesa
Volkswagen,Polo,2006,143369,46000,benzín,manual,40,Autoesa
Seat,Alhambra,2004,309022,46000,nafta,manual,85,Autoesa
Nissan,Micra,2004,225021,46000,Benzín,Manuální,59,Sauto
Škoda,Fabia,2007,143932,47000,benzín,manual,47,Autoesa
Renault,Megane,2008,225000,47000,Benzín,Manuální,82,Sauto
Ford,Focus,2008,242715,47000,nafta,manual,66,Autoesa
Opel,Meriva,2008,182799,47000,LPG + benzín,manual,66,Autoesa
Renault,Clio,2007,175780,47000,benzín,manual,48,Autoesa
Renault,Clio,2010,180000,47000,Benzín,Manuální,55,Sauto
Opel,Meriva,2005,254955,47000,benzín,manual,66,Autoesa
Nissan,Almera,2001,90800,48000,Benzín,Manuální,66,Sauto
Renault,Mégane,2004,168021,48000,benzín,manual,83,Autoesa
Nissan,Primera,2003,127162,48000,benzín,manual,85,Autoesa
Renault,Megane,2004,168021,48000,Benzín,Manuální,83,Sauto
Seat,Leon,2008,299200,48000,Nafta,Manuální,77,Sauto
Nissan,Primera,2003,127162,48000,Benzín,Manuální,85,Sauto
Citroen,Xsara,2003,194000,48800,Benzín,Automatická,80,Sauto
Nissan,Almera Tino,2006,246888,48900,Nafta,Manuální,82,Sauto
Renault,Clio,2010,145250,48999,Benzín,Manuální,55,Sauto
Opel,Astra,2005,290000,49000,Benzín,Manuální,77,Sauto
Citroën,C5,2005,208080,49000,nafta,manual,100,Autoesa
Seat,Ibiza,2005,141160,49000,Benzín,Manuální,47,Sauto
Citroen,C4 Picasso,2007,257400,49000,Benzín,Manuální,92,Sauto
Land Rover,Freelander,1998,239960,49000,Nafta,Manuální,72,Sauto
Skoda,Fabia,2006,118000,49000,Benzín,Manuální,47,Sauto
Škoda,Fabia,2007,165920,49000,benzín,manual,44,Autoesa
Renault,Scenic,2006,348415,49000,Benzín,Manuální,82,Sauto
Renault,Modus,2009,239000,49000,Benzín,Manuální,55,Sauto
Seat,Ibiza,2005,141160,49000,benzín,manual,47,Autoesa
Citroën,Xsara,2008,176005,49000,nafta,manual,80,Autoesa
Opel,Insignia,2010,201015,49000,Benzín,Manuální,85,Sauto
Mazda,323,2000,117693,49000,Benzín,Manuální,84,Sauto
Citroën,C3,2009,222441,49000,nafta,manual,80,Autoesa
Renault,Megane,2010,352200,49000,Nafta,Manuální,66,Sauto
Opel,Insignia,2010,201015,49000,benzín,manual,85,Autoesa
Citroen,C4,2009,131100,49000,Benzín,Manuální,65,Sauto
Citroen,C3,2005,129952,49000,Benzín,Manuální,54,Sauto
Renault,Mégane,2005,151773,49000,nafta,automat,74,Autoesa
Nissan,Note,2006,191800,49000,Nafta,Manuální,63,Sauto
Seat,Leon,2003,154600,49000,Benzín,Manuální,77,Sauto
Renault,Mégane,2007,207308,49000,benzín,manual,82,Autoesa
Citroën,C3,2005,129952,49000,benzín,manual,54,Autoesa
Nissan,Qashqai,2007,214000,49000,Nafta,Manuální,78,Sauto
Volkswagen,Fox,2010,159467,49000,benzín,manual,40,Autoesa
Peugeot,308,2009,261779,49000,nafta,manual,66,Autoesa
Peugeot,307,2006,165574,49000,benzín,manual,65,Autoesa
Ford,Focus,2010,242906,49000,benzín,manual,74,Autoesa
Citroen,C4 Picasso,2008,235643,49000,Nafta,Manuální,80,Sauto
Peugeot,308,2009,146900,49000,Benzín,Manuální,70,Sauto
Seat,Toledo,2002,320968,49000,Nafta,Manuální,81,Sauto
Kia,Rio,2009,77000,49000,Benzín,Manuální,71,Sauto
Kia,Cee D,2009,195515,49000,Benzín,Manuální,80,Sauto
Kia,Ceed,2009,195515,49000,benzín,manual,80,Autoesa
Renault,Scénic,2004,210014,49000,benzín,manual,99,Autoesa
Seat,Cordoba,2003,240000,49800,Nafta,Manuální,74,Sauto
Seat,Arosa,2002,189000,49900,Benzín,Manuální,44,Sauto
Nissan,Micra,2005,148160,49900,Benzín,Manuální,48,Sauto
Mazda,2,2005,252854,49900,Benzín,Manuální,55,Sauto
Kia,Sorento,2005,247587,49900,Nafta,Manuální,103,Sauto
Mazda,2,2007,199784,49900,Benzín,Manuální,55,Sauto
Opel,Astra,2006,207265,49900,Benzín,Manuální,92,Sauto
Mazda,2,2008,108027,49900,Benzín,Manuální,55,Sauto
Citroen,C3,2005,182629,49900,Benzín,Manuální,54,Sauto
Peugeot,307,2001,158200,49900,Benzín,Manuální,80,Sauto
Nissan,Almera,2004,108567,49900,Benzín,Manuální,72,Sauto
Mercedes Benz,Tridy A,2006,204825,49900,Benzín,Automatická,100,Sauto
Renault,Megane,2006,299033,49900,Nafta,Manuální,63,Sauto
Peugeot,407,2008,253470,49900,Nafta,Manuální,100,Sauto
Nissan,Pixo,2012,121670,49900,Benzín,Manuální,50,Sauto
Nissan,Micra,2005,83288,49900,Benzín,Manuální,48,Sauto
Volvo,V70,2005,422300,49900,CNG + benzín,Manuální,103,Sauto
Volkswagen,Polo,2007,157967,49990,Benzín,Manuální,40,Sauto
Nissan,Micra,2003,150908,49990,Benzín,Manuální,59,Sauto
Citroen,Xsara Picasso,2010,215083,49990,Nafta,Manuální,66,Sauto
Citroen,C4 Picasso,2008,224318,49990,Nafta,Automatická,80,Sauto
Renault,Megane,2005,168000,49990,Benzín,Automatická,83,Sauto
Seat,Exeo,2010,208000,49990,Benzín,Manuální,118,Sauto
Nissan,Qashqai,2007,269558,49999,Nafta,Manuální,110,Sauto
Nissan,Micra,2009,202449,49999,Benzín,Manuální,48,Sauto
Citroen,C4,2005,286477,49999,Nafta,Manuální,66,Sauto
Peugeot,407,2004,167398,49999,Nafta,Manuální,80,Sauto
Peugeot,207,2009,242226,49999,Benzín,Manuální,70,Sauto
Seat,Cordoba,2004,106512,49999,Benzín,Manuální,55,Sauto
Nissan,Note,2012,261789,49999,Nafta,Manuální,66,Sauto
Peugeot,308,2009,170373,49999,Benzín,Manuální,70,Sauto
Seat,Leon,2007,300417,49999,Nafta,Manuální,77,Sauto
Renault,Clio,2006,178707,50000,benzín,manual,48,Autoesa
Renault,Trafic,2010,314740,50000,Nafta,Manuální,84,Sauto
Hyundai,Getz,2005,76169,50000,benzín,manual,62,Autoesa
Peugeot,407,2007,257890,50000,Nafta,Manuální,100,Sauto
Renault,Mégane,2006,157168,50000,benzín,manual,82,Autoesa
Skoda,Octavia,2002,288968,50000,Nafta,Automatická,66,Sauto
Nissan,Pixo,2013,66042,50000,benzín,manual,50,Autoesa
Renault,Megane,2009,228024,50000,Benzín,Manuální,81,Sauto
Opel,Astra,2005,220562,50000,nafta,manual,74,Autoesa
Seat,Altea,2007,262292,50000,benzín,manual,75,Autoesa
Mazda,6,2009,388100,50000,Nafta,Manuální,120,Sauto
Renault,Megane,2006,157168,50000,Benzín,Manuální,82,Sauto
Renault,Laguna,2006,235000,50000,Nafta,Manuální,96,Sauto
Citroen,C4,2009,256466,50000,Nafta,Manuální,103,Sauto
Citroën,C4,2008,255684,50000,nafta,manual,80,Autoesa
Renault,Mégane,2005,160707,50000,nafta,manual,60,Autoesa
Citroën,C1,2008,121538,50000,benzín,manual,50,Autoesa
Nissan,Pixo,2013,66042,50000,Benzín,Manuální,50,Sauto
Citroën,Xsara,2004,172768,50000,nafta,manual,80,Autoesa
Renault,Clio,2006,178707,50000,Benzín,Manuální,48,Sauto
Land Rover,Freelander,2001,270012,50000,Nafta,Manuální,82,Sauto
Citroën,C4,2007,242699,50000,nafta,automat,100,Autoesa
Hyundai,Trajet,2004,204000,50000,Nafta,Manuální,86,Sauto
Opel,Meriva,2009,166356,50000,benzín,manual,66,Autoesa
Opel,Astra,2006,214279,50000,nafta,manual,74,Autoesa
Volkswagen,Golf,2003,182069,50000,benzín,manual,55,Autoesa
Renault,Thalia,2012,114626,50000,benzín,manual,55,Autoesa
Ford,Focus,2008,184259,50000,benzín,manual,92,Autoesa
Renault,Clio,2003,73922,50000,Benzín,Manuální,43,Sauto
Hyundai,Tucson,2006,181553,50000,benzín,manual,104,Autoesa
Citroën,C4,2009,256466,50000,nafta,manual,103,Autoesa
Hyundai,Trajet,2007,194000,50000,nafta,manual,82,Autoesa
Peugeot,206,2009,100701,50000,Benzín,Manuální,44,Sauto
Ford,Focus,2007,228469,50000,nafta,manual,66,Autoesa
Kia,Picanto,2011,95722,50000,Benzín,Manuální,45,Sauto
Renault,Clio,2003,73922,50000,benzín,manual,43,Autoesa
Opel,Corsa,2007,202711,50000,Benzín,Manuální,59,Sauto
Kia,Rio,2010,157007,50000,Benzín,Manuální,71,Sauto
Peugeot,607,2007,253959,50000,nafta,manual,125,Autoesa
Opel,Corsa,2007,202711,50000,benzín,manual,59,Autoesa
Hyundai,Accent,2009,150530,50000,benzín,manual,71,Autoesa
Opel,Astra,2006,214279,50000,Nafta,Manuální,74,Sauto
Peugeot,207,2007,139000,50000,Benzín,Manuální,70,Sauto
Opel,Corsa,2007,218193,50000,benzín,manual,59,Autoesa
Peugeot,206,2005,169211,50000,benzín,manual,65,Autoesa
Opel,Meriva,2004,164657,50000,benzín,manual,66,Autoesa
Renault,Megane,2004,137921,50000,Benzín,Manuální,72,Sauto
Bmw,Rada 5,2011,300000,50000,Nafta,Automatická,150,Sauto
Kia,Picanto,2011,95722,50000,benzín,manual,45,Autoesa
Renault,Espace,2009,415600,50000,Nafta,Manuální,96,Sauto
Renault,Mégane,2009,228024,50000,benzín,manual,81,Autoesa
Mazda,2,2009,124770,50000,Benzín,Manuální,55,Sauto
Seat,Leon,2002,271737,50000,nafta,manual,66,Autoesa
Renault,Megane,2005,160707,50000,Nafta,Manuální,60,Sauto
Škoda,Fabia,2008,199106,50000,benzín,manual,51,Autoesa
Mazda,5,2007,310000,50000,Nafta,Manuální,105,Sauto
Mazda,6,2007,244347,50000,Nafta,Manuální,105,Sauto
Renault,Espace,2010,405533,50000,nafta,manual,110,Autoesa
Seat,Leon,2002,271737,50000,Nafta,Manuální,66,Sauto
Ford,Mondeo,2010,382087,52000,Nafta,Manuální,92,Sauto
Peugeot,207,2008,183193,52000,benzín,manual,70,Autoesa
Kia,Carens,2006,157218,52000,Benzín,Manuální,77,Sauto
Ford,Mondeo,2010,382087,52000,nafta,manual,92,Autoesa
Kia,Rio,2009,76000,52000,Benzín,Manuální,71,Sauto
Hyundai,I10,2010,167000,52990,Benzín,Manuální,49,Sauto
Peugeot,206,2010,145440,53000,benzín,manual,55,Autoesa
Škoda,Octavia,2005,275298,53000,nafta,manual,103,Autoesa
Peugeot,206,2009,118640,54000,benzín,manual,44,Autoesa
