Značka,Model,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Stari
BMW,Rada 5,300000,50000,Nafta,Automaticka,150,14
Kia,Picanto,95722,50000,Benzin,Manualni,45,14
Renault,Espace,415600,50000,Nafta,Manualni,96,16
Renault,Megane,228024,50000,Benzin,Manualni,81,16
Mazda,2,124770,50000,Benzin,Manualni,55,16
Seat,Leon,271737,50000,Nafta,Manualni,66,23
Renault,Megane,160707,50000,Nafta,Manualni,60,20
Skoda,Fabia,199106,50000,Benzin,Manualni,51,17
Mazda,5,310000,50000,Nafta,Manualni,105,18
Mazda,6,244347,50000,Nafta,Manualni,105,18
Renault,Espace,405533,50000,Nafta,Manualni,110,15
Seat,Leon,271737,50000,Nafta,Manualni,66,23
Ford,Mondeo,382087,52000,Nafta,Manualni,92,15
Peugeot,207,183193,52000,Benzin,Manualni,70,17
Kia,Carens,157218,52000,Benzin,Manualni,77,19
Ford,Mondeo,382087,52000,Nafta,Manualni,92,15
Kia,Rio,76000,52000,Benzin,Manualni,71,16
Hyundai,I10,167000,52990,Benzin,Manualni,49,15
Peugeot,206,145440,53000,Benzin,Manualni,55,15
Skoda,Octavia,275298,53000,Nafta,Manualni,103,20
Peugeot,206,118640,54000,Benzin,Manualni,44,16
Ford,Focus,266227,54000,Nafta,Manualni,80,16
Peugeot,407,233420,54000,Nafta,Manualni,100,17
Ford,Focus,266227,54000,Nafta,Manualni,80,16
Kia,Cee D Sw,246000,54000,Benzin,Manualni,105,15
Citroen,C4 Picasso,190260,54900,Nafta,Automaticka,80,18
Seat,Altea,205600,54900,Nafta,Manualni,103,20
Mazda,3,185674,54900,Benzin,Manualni,77,19
Mazda,5,183000,54900,Benzin,Manualni,85,18
Renault,Megane,130500,54900,Benzin,Manualni,82,18
Peugeot,308,240078,54900,Nafta,Manualni,82,14
BMW,Rada 1,303669,54990,Nafta,Manualni,90,20
Seat,Ibiza,165000,54999,Nafta,Manualni,74,18
Seat,Altea,235153,55000,Nafta,Automaticka,77,18
Kia,Ceed,233816,55000,Benzin,Manualni,77,16
Citroen,C4,229340,55000,Nafta,Manualni,68,13
Ford,Fusion,136135,55000,Benzin,Manualni,59,20
Ford,C Max,245200,55000,Nafta,Manualni,100,15
Ford,Fusion,140603,55000,Benzin,Manualni,59,17
Citroen,Xantia,186424,55000,Nafta,Manualni,80,25
Citroen,C5,208937,55000,Benzin,Manualni,105,19
Seat,Ibiza,173287,55000,Benzin,Manualni,63,16
Skoda,Fabia,197961,55000,Benzin,Manualni,51,18
Citroen,C5,208937,55000,Benzin,Manualni,105,19
Kia,Rio,146441,55000,Benzin,Manualni,71,15
Citroen,C4,83794,55000,Benzin,Manualni,80,20
Mazda,323,116000,55000,Benzin,Manualni,65,29
Seat,Ibiza,173287,55000,Benzin,Manualni,63,16
Citroen,Xantia,186424,55000,Nafta,Manualni,80,25
Ford,Fiesta,126033,55000,Benzin,Manualni,51,19
Citroen,C8,252200,55000,Nafta,Manualni,88,17
Skoda,Fabia,62323,55000,Benzin,Manualni,47,22
Renault,Thalia,103776,55000,Benzin,Manualni,55,18
Ford,C-Max,245200,55000,Nafta,Manualni,100,15
Peugeot,308,226822,55000,Nafta,Manualni,68,12
Ford,Mondeo,310492,55000,Nafta,Manualni,92,18
Seat,Alhambra,364119,55000,Nafta,Manualni,103,16
Hyundai,Atos,74926,55000,Benzin,Manualni,46,19
Opel,Meriva,181338,55000,Benzin,Manualni,66,16
Nissan,Note,118324,55000,Nafta,Manualni,63,19
Mazda,2,203126,55000,Benzin,Manualni,55,17
Nissan,X Trail,302102,55000,Nafta,Manualni,100,20
Hyundai,Atos,93840,55000,Benzin,Manualni,46,19
Peugeot,308,205147,55000,Benzin,Manualni,70,17
Nissan,Note,118324,55000,Nafta,Manualni,63,19
Peugeot,206,97584,55000,Benzin,Manualni,88,19
Renault,Modus,99166,55000,Benzin,Manualni,55,19
Opel,Vectra,206539,55000,Benzin,Manualni,103,18
Renault,Scenic,299800,55000,Nafta,Manualni,78,16
Citroen,C4,83794,55000,Benzin,Manualni,80,20
Citroen,C1,39811,55900,Benzin,Manualni,50,15
Volkswagen,Passat,227191,56000,Nafta,Manualni,96,23
Ford,Mondeo,205896,56000,Nafta,Automaticka,96,22
Hyundai,Getz,57517,56000,Benzin,Manualni,49,17
Skoda,Fabia,287365,57000,Benzin,Manualni,63,14
Skoda,Octavia,216901,57000,Benzin,Manualni,75,18
Citroen,C3,177081,57000,Benzin,Manualni,44,19
Peugeot,207,99442,57000,Benzin,Manualni,70,16
Renault,Thalia,74732,58000,Benzin,Manualni,56,18
Ford,Focus,191615,58000,Nafta,Manualni,66,17
Kia,Cee D,279537,58000,Benzin,Manualni,92,14
Citroen,C5,262000,58000,Nafta,Manualni,125,16
Ford,Fiesta,150942,58000,Benzin,Manualni,55,18
Ford,C Max,254413,58000,Nafta,Manualni,100,21
Peugeot,207,160331,58000,Benzin,Manualni,65,19
Seat,Alhambra,261000,58000,Nafta,Manualni,103,19
Skoda,Roomster,199250,58000,Benzin,Manualni,51,17
BMW,X3,300456,59000,Nafta,Automaticka,150,21
Peugeot,308,137000,59000,Benzin,Manualni,88,15
Nissan,Pixo,95335,59000,Benzin,Manualni,50,14
Peugeot,307,126977,59000,Nafta,Manualni,66,21
Renault,Modus,121805,59000,Benzin,Manualni,82,19
Nissan,Micra,218000,59000,Benzin,Manualni,59,20
Renault,Megane,154000,59000,Benzin,Manualni,82,18
Seat,Leon,271110,59000,Nafta,Manualni,103,19
Ford,Focus,264849,59000,Nafta,Manualni,66,17
Ford,Focus,292202,59000,Nafta,Manualni,70,14
Ford,Fiesta,148974,59000,Benzin,Manualni,44,15
Ford,Mondeo,123360,59000,Benzin,Manualni,81,21
Renault,Twingo,89604,59000,Benzin,Manualni,43,14
Peugeot,206,119955,59000,Benzin,Manualni,55,15
Ford,Focus,246108,59000,Nafta,Manualni,80,16
Peugeot,207,254650,59000,Benzin,Manualni,54,16
Nissan,Almera,137157,59000,Benzin,Manualni,72,20
Peugeot,Partner,259000,59000,Nafta,Manualni,66,15
Nissan,X Trail,356220,59000,Nafta,Manualni,100,21
Opel,Astra,198579,59000,Benzin,Manualni,85,15
Skoda,Fabia,171579,59000,Benzin,Manualni,59,19
Hyundai,I10,322000,59000,Benzin,Manualni,50,9
Mazda,3,199371,59000,Benzin,Manualni,77,18
Renault,Scenic,302160,59000,Nafta,Manualni,96,12
BMW,X3,310000,59000,Nafta,Automaticka,150,21
Kia,Ceed,190985,59000,Nafta,Manualni,85,16
Citroen,C5,156028,59000,Benzin,Manualni,115,15
Peugeot,207,254650,59000,Benzin,Manualni,54,16
Ford,Focus,199239,59000,Nafta,Manualni,85,17
Citroen,Xsara Picasso,125570,59000,Benzin,Manualni,80,18
Opel,Astra,250000,59800,Nafta,Manualni,88,17
Ford,Focus,193890,59800,Nafta,Manualni,80,18
Mazda,5,267821,59900,Nafta,Manualni,105,18
Nissan,Qashqai,315918,59900,Benzin,Manualni,84,18
Nissan,Micra,139540,59900,Benzin,Manualni,48,19
Dodge,Caliber,263000,59900,Nafta,Manualni,103,19
Citroen,C1,116200,59900,Benzin,Manualni,50,13
Seat,Ibiza,114953,59900,Benzin,Manualni,51,17
Citroen,C3,84000,59900,Benzin,Manualni,44,17
Mazda,6,179259,59900,Benzin,Manualni,122,18
Citroen,C3,129400,59900,Benzin,Manualni,44,18
Citroen,C4,192500,59900,Nafta,Manualni,66,18
Land Rover,Range Rover,430000,59900,Nafta,Automaticka,130,21
Hyundai,Tucson,146835,59900,Benzin,Manualni,104,20
Nissan,Micra,131558,59900,Benzin,Manualni,48,16
Citroen,Berlingo,284400,59900,Nafta,Manualni,55,15
Ford,Mondeo,325340,59990,Nafta,Manualni,103,16
Hyundai,Accent,124240,59990,Nafta,Manualni,81,16
Kia,Cee D,182000,59990,Benzin,Manualni,80,17
Ford,Focus,234647,59990,Benzin,Manualni,74,16
Nissan,Pixo,170676,59990,Benzin,Manualni,50,15
Mazda,2,153000,59999,Benzin,Manualni,63,17
Peugeot,207,106000,59999,Benzin,Automaticka,88,18
Opel,Corsa,243128,59999,Benzin,Manualni,63,13
Seat,Ibiza,273958,59999,Nafta,Manualni,66,16
Citroen,C1,58157,59999,Benzin,Manualni,50,18
Volvo,S60,199144,59999,Benzin,Manualni,132,24
Mazda,3,349000,59999,Nafta,Manualni,110,16
Volkswagen,Sharan,209581,60000,Benzin,Manualni,110,23
Opel,Astra,95316,60000,Benzin,Manualni,66,21
Jeep,Cherokee,230526,60000,Nafta,Manualni,105,21
Skoda,Fabia,155667,60000,Benzin,Manualni,44,15
Peugeot,407,153510,60000,Nafta,Manualni,80,17
Seat,Altea,276198,60000,Nafta,Manualni,77,20
Kia,Cee D,182433,60000,Nafta,Manualni,84,15
Citroen,Berlingo,198956,60000,Benzin,Manualni,80,20
Opel,Astra,257880,60000,Benzin,Manualni,85,14
Nissan,Note,152010,60000,Nafta,Manualni,63,18
Kia,Carens,167598,60000,Nafta,Manualni,84,17
Renault,Fluence,160359,60000,Benzin,Manualni,81,15
Ford,Fiesta,163147,60000,Benzin,Manualni,44,16
Citroen,C4,122825,60000,Benzin,Manualni,65,17
Citroen,C3,181180,60000,Benzin,Manualni,44,16
Peugeot,207,154783,60000,Benzin,Manualni,70,16
Skoda,Fabia,63177,60000,Benzin,Manualni,44,14
Renault,Scenic,318000,60000,Nafta,Manualni,96,15
Mazda,3,175000,60000,Benzin,Manualni,77,18
Opel,Meriva,269700,60000,Benzin,Manualni,74,14
Volkswagen,Touran,218500,60000,Benzin,Manualni,80,18
Hyundai,Getz,108802,60000,Benzin,Manualni,49,18
Opel,Astra,257880,60000,Benzin,Manualni,85,14
Ford,S Max,279860,60000,Nafta,Automaticka,103,16
Renault,Megane,190293,60000,Benzin,Manualni,83,21
Jeep,Compass,178390,60000,Nafta,Manualni,103,17
Volkswagen,Golf,123853,60000,Benzin,Manualni,55,22
Hyundai,I20,133881,60000,Benzin,Manualni,57,16
Peugeot,207,217593,60000,Nafta,Manualni,68,13
Volkswagen,Touran,257021,60000,Benzin,Manualni,80,18
Skoda,Octavia,388965,60000,Nafta,Manualni,77,21
Citroen,C1,57342,60000,Benzin,Manualni,50,13
Ford,Mondeo,177619,60000,Benzin,Manualni,81,21
Renault,Thalia,102160,60000,Benzin,Manualni,55,12
Ford,Mondeo,309896,60000,Nafta,Manualni,92,18
Ford,Fusion,175410,60000,Benzin,Manualni,59,17
Citroen,C1,57342,60000,Benzin,Manualni,50,13
Citroen,C4,240222,60000,Nafta,Manualni,80,17
Peugeot,206,99212,60000,Benzin,Manualni,55,15
Citroen,C5,283753,60000,Nafta,Manualni,103,15
Opel,Meriva,200543,60000,Benzin,Manualni,77,16
Mazda,5,188792,60000,Nafta,Manualni,105,19
Renault,Thalia,102160,60000,Benzin,Manualni,55,12
Volkswagen,Touran,279891,60000,Nafta,Manualni,103,19
Volkswagen,Touran,257021,60000,Benzin,Manualni,80,18
Mazda,6,193974,60000,Benzin,Manualni,88,18
Citroen,C3,181180,60000,Benzin,Manualni,44,16
Ford,Fusion,198965,60000,Benzin,Manualni,55,16
Opel,Meriva,143185,61000,Benzin,Manualni,66,16
Skoda,Octavia,224517,62000,Benzin,Manualni,75,19
Seat,Ibiza,168952,62000,Benzin,Manualni,51,16
Volkswagen,Polo,168052,62000,Benzin,Manualni,59,18
Kia,Carens,161624,62000,Benzin,Manualni,106,18
Ford,Focus,247800,62000,Nafta,Manualni,85,16
Kia,Opirus,183000,62900,Benzin,Automaticka,149,21
Opel,Astra,128144,63000,Benzin,Manualni,66,17
BMW,Rada 3,348487,63000,Benzin,Manualni,125,26
Skoda,Felicia,69000,63000,Benzin,Manualni,50,25
Renault,Laguna,187336,63000,Nafta,Manualni,110,17
Citroen,C3 Picasso,154000,63999,Benzin,Manualni,77,15
Skoda,Fabia,184849,64000,Benzin,Manualni,44,16
Seat,Ibiza,103789,64000,Benzin,Manualni,47,23
Skoda,Superb,257707,64000,Nafta,Automaticka,114,23
Skoda,Fabia,256582,64000,Nafta,Manualni,77,17
Volkswagen,Touran,242981,64000,Nafta,Manualni,77,21
Skoda,Fabia,150212,64000,Benzin,Manualni,74,19
Ford,Mondeo,249543,64000,Nafta,Manualni,96,17
Ford,Focus,195318,64000,Nafta,Manualni,66,15
Mazda,2,107779,64000,Benzin,Manualni,63,15
Seat,Ibiza,103789,64000,Benzin,Manualni,47,23
Seat,Leon,242530,64000,Nafta,Manualni,77,17
Kia,Cee D,243200,64877,Benzin,Manualni,80,16
Land Rover,Freelander,299901,64900,Nafta,Manualni,82,22
Ford,C Max,267731,64990,Nafta,Manualni,100,17
Mazda,3,60763,64999,Benzin,Manualni,77,19
Opel,Astra,108957,65000,Benzin,Manualni,66,17
Ford,Mondeo,268785,65000,Nafta,Manualni,92,17
Peugeot,207,211785,65000,Nafta,Manualni,80,16
Opel,Astra,323059,65000,Nafta,Manualni,74,16
Seat,Altea,354694,65000,Nafta,Manualni,77,14
Seat,Ibiza,208547,65000,Nafta,Manualni,66,14
Kia,Sorento,184560,65000,Nafta,Manualni,103,20
Citroen,C3,83619,65000,Benzin,Manualni,44,16
Citroen,C4,223113,65000,Nafta,Automaticka,80,18
Skoda,Fabia,168505,65000,Benzin,Manualni,51,17
Seat,Leon,208505,65000,Benzin,Manualni,75,18
Opel,Astra,259520,65000,Nafta,Manualni,121,12
Volkswagen,Golf,277232,65000,Nafta,Manualni,77,21
Seat,Ibiza,208547,65000,Nafta,Manualni,66,14
Peugeot,207,223707,65000,Benzin,Manualni,88,16
Peugeot,4007,266455,65000,Nafta,Manualni,115,17
Mazda,2,195000,65000,Benzin,Manualni,55,14
Citroen,C5,245580,65000,Benzin,Manualni,92,17
Skoda,Fabia,210219,65000,Benzin,Manualni,51,16
Skoda,Roomster,182183,65000,Benzin,Manualni,51,15
Kia,Ceed,194049,65000,Nafta,Manualni,84,16
Citroen,C8,210302,65000,Nafta,Manualni,79,22
Renault,Laguna,326287,65000,Nafta,Manualni,130,17
Opel,Astra,169628,65000,Benzin,Manualni,77,19
Citroen,C3,83619,65000,Benzin,Manualni,44,16
Skoda,Octavia,316851,65000,Nafta,Manualni,77,20
Kia,Carens,156000,65000,Benzin,Manualni,106,16
Volvo,V50,338740,65000,Nafta,Manualni,100,19
Peugeot,308,141000,65000,Benzin,Manualni,88,18
Nissan,Tiida,183321,65000,Benzin,Manualni,81,16
Peugeot,308,193937,65000,Benzin,Manualni,88,13
Land Rover,Freelander,306000,65000,Nafta,Manualni,82,22
Nissan,Tiida,183321,65000,Benzin,Manualni,81,16
Peugeot,205,150500,65000,Benzin,Manualni,66,33
Renault,Laguna,193749,65000,Nafta,Manualni,96,19
Peugeot,307,66231,65000,Benzin,Manualni,80,21
Citroen,C5,259720,65000,Nafta,Manualni,125,18
Mazda,2,153729,65000,Benzin,Manualni,55,16
Kia,Carens,197407,65000,Nafta,Manualni,103,18
Mazda,5,234290,65000,Benzin,Manualni,85,17
Citroen,C4,161500,65000,Benzin,Manualni,70,14
Skoda,Fabia,208566,65800,Benzin,Manualni,44,16
Opel,Meriva,134145,65900,Benzin,Manualni,88,14
Seat,Altea,240636,65900,Nafta,Manualni,77,19
Renault,Thalia,144733,66000,Benzin,Manualni,55,15
Seat,Leon,205158,66000,Nafta,Manualni,77,15
Opel,Meriva,174144,66000,Benzin,Automaticka,92,21
Skoda,Octavia,257100,66000,Nafta,Manualni,66,23
Ford,Mondeo,187687,66000,Benzin,Manualni,96,20
Volvo,V50,287358,66000,Nafta,Manualni,100,17
Nissan,Micra,104000,66000,Benzin,Manualni,48,15
Renault,Laguna,217971,67000,Nafta,Manualni,96,15
Seat,Altea,282278,67000,Nafta,Manualni,77,15
Seat,Altea,282278,67000,Nafta,Manualni,77,15
Ford,Focus,176097,67000,Nafta,Manualni,80,16
Nissan,Note,263000,67000,Benzin,Manualni,65,19
Citroen,Berlingo,204306,67000,Benzin,Manualni,66,16
Nissan,Note,183000,67000,Benzin,Manualni,65,17
Peugeot,307,224058,68000,Nafta,Manualni,100,18
Audi,A4,337916,68000,Nafta,Manualni,150,20
Citroen,C4 Picasso,227261,68000,Nafta,Automaticka,80,16
Citroen,C4,284935,68000,Nafta,Manualni,80,18
Ford,S-Max,240813,68000,Nafta,Automaticka,103,18
Ford,S Max,240813,68000,Nafta,Automaticka,103,18
Mazda,6,114645,68000,Benzin,Manualni,104,20
Renault,Megane,134025,68000,Nafta,Manualni,88,20
Mazda,5,200240,68000,Benzin,Manualni,107,20
Land Rover,Freelander,221500,68000,Nafta,Manualni,82,22
Audi,A4,337916,68000,Nafta,Manualni,150,20
Peugeot,308,186076,68000,Nafta,Manualni,68,13
Hyundai,I30,192496,68000,Nafta,Manualni,66,17
Ford,C-Max,153351,69000,Benzin,Manualni,74,20
Audi,A6,304000,69000,Nafta,Automaticka,171,18
Opel,Astra,153719,69000,Benzin,Manualni,85,16
Seat,Altea,280157,69000,Nafta,Manualni,77,13
Citroen,Grand C4 Picasso,144316,69000,Nafta,Manualni,80,17
Citroen,C3,220199,69000,Nafta,Manualni,68,13
Skoda,Fabia,140200,69000,Benzin,Manualni,51,17
Skoda,Octavia,254513,69000,Benzin,Manualni,75,14
Mazda,2,144100,69000,Benzin,Manualni,55,17
Ford,Fusion,154750,69000,Benzin,Manualni,59,14
Ford,Focus,207486,69000,Nafta,Manualni,80,17
Nissan,Pathfinder,301638,69000,Nafta,Manualni,128,19
Citroen,C4,98439,69000,Benzin,Manualni,65,18
BMW,Rada 1,262715,69000,Nafta,Manualni,90,20
Ford,Mondeo,345000,69000,Nafta,Manualni,103,18
Ford,Fusion,194785,69000,Benzin,Manualni,59,15
Ford,S Max,214630,69000,Nafta,Manualni,96,18
Ford,C-Max,240578,69000,Benzin,Manualni,92,16
Kia,Cee D,190486,69000,Benzin,Manualni,89,18
Nissan,Almera,84000,69000,Benzin,Manualni,66,24
Volkswagen,Touran,262267,69000,Nafta,Manualni,103,20
Seat,Altea,211205,69000,Nafta,Manualni,77,18
Seat,Exeo,288098,69000,Nafta,Manualni,105,15
Ford,S-Max,214630,69000,Nafta,Manualni,96,18
Citroen,C4,100000,69000,Benzin,Manualni,65,17
Mazda,Cx 9,182000,69000,Benzin,Automaticka,186,19
Mazda,2,163400,69000,Benzin,Manualni,55,16
Kia,Ceed,190486,69000,Benzin,Manualni,89,18
Skoda,Fabia,88225,69800,Benzin,Automaticka,51,16
Seat,Ibiza,206630,69800,Benzin,Manualni,63,17
Peugeot,207,168300,69900,Benzin,Manualni,88,18
Renault,Megane,269357,69900,Nafta,Manualni,81,14
Nissan,Pixo,160708,69900,Benzin,Manualni,50,16
Nissan,Pixo,130997,69900,Benzin,Manualni,50,16
Mazda,5,253483,69900,Benzin,Manualni,85,17
Seat,Leon,210480,69900,Benzin,Manualni,63,17
Mazda,2,190282,69900,Nafta,Manualni,50,17
Mazda,2,118071,69900,Benzin,Manualni,55,17
Mazda,3,173000,69900,Benzin,Manualni,77,19
Opel,Meriva,49740,69900,Benzin,Manualni,64,22
Seat,Ibiza,232000,69900,Nafta,Manualni,66,16
Ford,C Max,202150,69990,Benzin,Manualni,92,16
Citroen,C3,136284,69990,Benzin,Manualni,54,15
Renault,Megane,164139,69990,Benzin,Manualni,74,15
Renault,Laguna,178785,69990,Benzin,Manualni,99,18
BMW,Rada 3,174685,69990,Benzin,Manualni,105,22
Volkswagen,Touran,296652,69990,Nafta,Manualni,77,19
Seat,Leon,131914,69990,Benzin,Manualni,75,20
Mazda,6,215000,69990,Benzin,Manualni,122,18
Hyundai,I30,270994,69990,Benzin,Manualni,92,13
Audi,A4,113300,69999,Benzin,Manualni,74,25
Seat,Altea,227882,69999,Nafta,Automaticka,103,20
Mazda,2,166110,69999,Benzin,Manualni,55,17
Peugeot,207,124000,69999,Benzin,Manualni,54,16
Renault,Twingo,112522,70000,Benzin,Manualni,55,13
Ford,S-Max,281274,70000,Nafta,Manualni,92,19
Mazda,6,169588,70000,Benzin,Automaticka,104,20
Kia,Cee D,148217,70000,Benzin,Manualni,80,17
Mazda,2,170984,70000,Benzin,Manualni,55,17
Skoda,Octavia,253226,70000,Nafta,Manualni,77,17
Citroen,Xsara,159784,70000,Nafta,Manualni,80,20
Kia,Cee D,160979,70000,Benzin,Manualni,80,18
Ford,C-Max,184735,70000,Benzin,Manualni,92,18
Renault,Twingo,122548,70000,Benzin,Manualni,56,15
Citroen,C4,199441,70000,Nafta,Automaticka,82,14
Skoda,Roomster,177770,70000,Benzin,Manualni,63,19
Seat,Leon,240771,70000,Benzin,Manualni,92,14
Ford,Focus,143820,70000,Nafta,Manualni,85,18
Peugeot,307,175000,70000,Benzin,Manualni,100,21
Renault,Scenic,142681,70000,Nafta,Manualni,78,18
Seat,Leon,238350,70000,Nafta,Manualni,77,15
Nissan,Qashqai,243573,70000,Benzin,Manualni,104,17
Renault,Twingo,112522,70000,Benzin,Manualni,55,13
Seat,Altea,135785,70000,Benzin,Manualni,75,19
Opel,Vectra,221519,70000,Benzin,Manualni,103,18
Citroen,C4,190023,70000,Benzin,Manualni,80,19
Renault,Fluence,164913,70000,Benzin,Manualni,81,14
Peugeot,207,122364,70000,Benzin,Automaticka,88,18
Hyundai,Santa,158323,70000,Benzin,Manualni,107,24
Renault,Twingo,134331,70000,Benzin,Manualni,43,16
Citroen,C4,139802,70000,Benzin,Manualni,88,14
Opel,Zafira,283454,70000,Nafta,Manualni,88,18
Opel,Meriva,111416,70000,Benzin,Manualni,74,21
Ford,C-Max,232000,70000,Nafta,Manualni,80,16
Mazda,3,160500,70000,Benzin,Manualni,77,20
Ford,Focus,190483,70000,Benzin,Manualni,92,18
Volvo,Xc70,330000,70000,Benzin,Manualni,147,24
Peugeot,307,138785,70000,Nafta,Manualni,80,20
Renault,Laguna,258317,70000,Nafta,Manualni,110,15
Peugeot,308,239658,70000,Nafta,Manualni,68,14
Volkswagen,Bora,238663,70000,Benzin,Manualni,110,22
Renault,Megane,183067,70000,Benzin,Manualni,82,16
Seat,Ibiza,168439,70000,Benzin,Manualni,51,15
Ford,B-Max,223779,70000,Nafta,Manualni,55,12
Audi,A4,185866,70000,Benzin,Manualni,96,23
Kia,Carens,144368,70000,Benzin,Manualni,106,18
Ford,Focus,123154,70000,Benzin,Manualni,85,18
Kia,Soul,254301,70000,Benzin,Manualni,93,13
Jeep,Compass,268590,70000,Nafta,Manualni,103,18
Citroen,Xsara Picasso,159784,70000,Nafta,Manualni,80,20
Renault,Megane,183067,70000,Benzin,Manualni,82,16
Opel,Agila,103635,70000,Benzin,Manualni,48,17
Skoda,Octavia,315252,70000,Nafta,Manualni,100,18
Renault,Megane,236910,70000,Nafta,Manualni,118,15
Kia,Cee D,174087,72000,Benzin,Manualni,66,14
Kia,Ceed,174087,72000,Benzin,Manualni,66,14
BMW,Rada 1,303000,72000,Nafta,Automaticka,120,19
Renault,Fluence,239700,73000,Benzin,Manualni,81,15
Opel,Astra,238351,73000,Nafta,Manualni,96,12
Skoda,Octavia,314913,73000,Nafta,Manualni,125,17
Skoda,Fabia,215613,73000,Benzin,Manualni,63,15
Opel,Astra,238351,73000,Nafta,Manualni,96,12
Volkswagen,Passat,303974,73000,Nafta,Automaticka,125,19
Seat,Altea,172313,73000,Benzin,Manualni,77,13
Renault,Fluence,147664,74000,Benzin,Manualni,81,15
Seat,Ibiza,125000,74000,Benzin,Manualni,63,16
Seat,Ibiza,128000,74000,Benzin,Manualni,63,14
Skoda,Fabia,105800,74000,Benzin,Manualni,51,13
Ford,Focus,195120,74000,Nafta,Manualni,100,16
Ford,C-Max,198809,74000,Benzin,Manualni,92,16
Skoda,Octavia,184593,74800,Benzin,Manualni,75,16
Renault,Modus,84000,74800,Benzin,Manualni,65,19
Kia,Cee D,175541,74900,Benzin,Manualni,80,17
Hyundai,I30,162221,74900,Benzin,Manualni,80,14
Kia,Cee D,132392,74990,Nafta,Manualni,85,16
Volkswagen,Touran,258418,74990,Benzin,Manualni,80,18
Opel,Zafira,187000,74990,Nafta,Manualni,74,18
Audi,A6,158486,74999,Benzin,Automaticka,125,17
Seat,Altea,257000,74999,Nafta,Manualni,77,15
Ford,C-Max,222500,75000,Benzin,Manualni,92,16
Renault,Megane,139172,75000,Benzin,Manualni,81,15
Kia,Venga,97378,75000,Benzin,Manualni,66,15
Seat,Ibiza,88481,75000,Benzin,Manualni,51,17
Renault,Clio,79333,75000,Benzin,Manualni,74,17
Nissan,Note,142245,75000,Benzin,Manualni,65,17
Renault,Fluence,144700,75000,Benzin,Manualni,81,14
Renault,Scenic,241866,75000,Nafta,Manualni,70,13
Nissan,Note,142245,75000,Benzin,Manualni,65,17
Ford,Focus,209105,75000,Nafta,Manualni,80,15
Kia,Ceed,154230,75000,Benzin,Manualni,77,14
Kia,Ceed,217215,75000,Nafta,Manualni,85,14
Skoda,Octavia,140735,75000,Benzin,Manualni,75,15
Ford,S-Max,268590,75000,Nafta,Manualni,103,17
Kia,Cee D,154230,75000,Benzin,Manualni,77,14
Peugeot,308,166250,75000,Nafta,Manualni,80,17
Opel,Zafira,241604,75000,Nafta,Manualni,92,12
Ford,Focus,209105,75000,Nafta,Manualni,80,15
Volkswagen,Golf,169719,75000,Benzin,Manualni,75,18
Hyundai,Tucson,246500,75000,Nafta,Manualni,103,18
Hyundai,I10,101198,75000,Benzin,Manualni,48,15
Ford,Focus,142250,75000,Nafta,Manualni,80,16
Seat,Leon,99030,75000,Benzin,Manualni,63,15
Peugeot,308,181000,75000,Nafta,Manualni,66,17
Seat,Ibiza,120048,75000,Benzin,Manualni,51,17
Citroen,C5,221300,75000,Nafta,Automaticka,103,17
Renault,Clio,79333,75000,Benzin,Manualni,74,17
Seat,Ibiza,195179,75000,Nafta,Manualni,66,16
Citroen,C5,258626,75000,Nafta,Manualni,103,14
Nissan,Kubistar,177575,75000,Nafta,Manualni,45,18
Renault,Megane,240205,75000,Benzin,Manualni,74,15
Skoda,Fabia,146536,75000,Benzin,Manualni,55,20
Ford,S Max,268590,75000,Nafta,Manualni,103,17
Seat,Ibiza,88481,75000,Benzin,Manualni,51,17
Skoda,Octavia,126031,75000,Benzin,Manualni,75,15
Renault,Megane,139172,75000,Benzin,Manualni,81,15
Opel,Corsa,99961,75000,Benzin,Manualni,44,16
Citroen,C3 Picasso,177242,75000,Benzin,Manualni,70,16
Peugeot,208,218145,75000,Nafta,Manualni,50,13
Peugeot,308,197549,75000,Nafta,Manualni,100,17
Seat,Ibiza,195179,75000,Nafta,Manualni,66,16
Citroen,C4,229922,75000,Nafta,Manualni,68,13
Renault,Laguna,134317,75000,Nafta,Manualni,110,19
Seat,Leon,99030,75000,Benzin,Manualni,63,15
Renault,Kangoo,174000,75000,Benzin,Manualni,55,21
BMW,Rada 1,243000,75000,Nafta,Manualni,105,17
Seat,Altea,182210,75000,Benzin,Manualni,92,17
Jeep,Grand Cherokee,346400,75000,Nafta,Automaticka,160,19
Skoda,Fabia,113219,75000,Benzin,Manualni,44,14
Renault,Megane,240205,75000,Benzin,Manualni,74,15
Renault,Laguna,325000,75000,Nafta,Manualni,96,17
Nissan,Pathfinder,321884,75000,Nafta,Manualni,128,20
Kia,Venga,97378,75000,Benzin,Manualni,66,15
Hyundai,I10,101198,75000,Benzin,Manualni,48,15
